Wind speed,Wind angle,Acoustic temperature windsensor,Temperature validity,Temperature_aht10,Relative humidity_aht10,Temperature_ms5611,Pressure_ms5611,Absolute_altitude_ms5611,timestamp_pix_attitude,Roll,Pitch,Yaw,Roll speed,Pitch speed,Yaw speed,timestamp_pix_loc_pos,x,y,z,vx,vy,vz,timestamp_pix_gps,pix_lat,pix_lon,pix_alt,pix_gps_vx,pix_gps_vy,pix_gps_vz,latitude,longitude,altitude_gps,relative_altitude_gps
0,0,0,,27.6449,96.808,27.62,99693,136.7662,62178,-0.0257,-0.0407,-3.114,0.0061,0.0274,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27.6834,96.8349,27.64,99692,136.8506,62674,-0.0257,-0.0427,-3.1143,-0.0038,0.0176,-0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27.7065,96.8236,27.64,99685,137.4411,62674,-0.0257,-0.0427,-3.1143,-0.0038,0.0176,-0.0054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,27.7061,96.8205,27.64,99693,136.7662,62861,-0.0258,-0.0416,-3.1146,-0.005,0.0162,-0.0059,62806,-0.916,0.158,-0.1656,0.0016,-0.0214,0.0026,0,0,0,0,0,0,0,0,0,0,0
0.4,351,32.1,A,27.7239,96.8301,27.65,99692,136.8506,63047,-0.0259,-0.0421,-3.1159,-0.0059,0.0259,-0.001,62806,-0.916,0.158,-0.1656,0.0016,-0.0214,0.0026,0,0,0,0,0,0,0,0,0,0,0
0.4,351,32.1,A,27.7435,96.8545,27.65,99693,136.7662,63171,-0.0259,-0.0422,-3.1158,-0.0034,-0.0085,0.0006,62806,-0.916,0.158,-0.1656,0.0016,-0.0214,0.0026,0,0,0,0,0,0,0,0,0,0,0
0.2,3,32.1,A,27.7452,96.8388,27.65,99692,136.8506,63294,-0.0259,-0.0422,-3.1163,-0.0033,-0.0236,-0.0014,62806,-0.916,0.158,-0.1656,0.0016,-0.0214,0.0026,0,0,0,0,0,0,0,0,0,0,0
0.2,3,32.1,A,27.7582,96.8525,27.66,99694,136.6819,63419,-0.0258,-0.0415,-3.1164,0.0001,0.0228,-0.0017,62806,-0.916,0.158,-0.1656,0.0016,-0.0214,0.0026,0,0,0,0,0,0,0,0,0,0,0
0.3,352,32.1,A,27.762,96.8586,27.66,99688,137.188,63544,-0.0258,-0.0421,-3.1163,0.0003,0.002,-0.0033,62806,-0.916,0.158,-0.1656,0.0016,-0.0214,0.0026,0,0,0,0,0,0,0,0,0,0,0
0.3,352,32.1,A,27.7719,96.8481,27.66,99695,136.5975,63666,-0.0258,-0.0425,-3.1163,0.001,-0.0185,0.0029,62806,-0.916,0.158,-0.1656,0.0016,-0.0214,0.0026,0,0,0,0,0,0,0,0,0,0,0
0.2,4,0,A,27.7716,96.851,27.66,99695,136.5975,63666,-0.0258,-0.0425,-3.1163,0.001,-0.0185,0.0029,62806,-0.916,0.158,-0.1656,0.0016,-0.0214,0.0026,0,0,0,0,0,0,0,0,0,0,0
0.2,4,0,A,27.7514,96.8464,27.65,99693,136.7662,63854,-0.026,-0.042,-3.1158,0.0037,-0.0181,0.0016,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.3,2,0,A,27.7565,96.8391,27.65,99692,136.8506,64039,-0.0262,-0.0426,-3.1161,0.0031,-0.0079,0.0035,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.3,2,0,A,27.7657,96.852,27.66,99693,136.7662,64164,-0.0262,-0.0414,-3.116,0.0055,-0.0064,0.0016,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.2,349,32.1,A,27.7678,96.8411,27.66,99692,136.8506,64286,-0.0264,-0.0419,-3.116,0.0013,0.0126,-0.0031,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.2,349,32.1,A,27.7706,96.8472,27.66,99693,136.7662,64411,-0.0263,-0.0424,-3.116,-0.0017,0.002,0.002,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.2,349,32.1,A,27.774,96.8264,27.66,99691,136.9349,64534,-0.0263,-0.0418,-3.1163,0.0003,-0.0163,0.0011,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.2,349,32.1,A,27.7767,96.845,27.66,99692,136.8506,64659,-0.0265,-0.0418,-3.1169,-0.0036,0.0084,-0.0017,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.3,343,32.1,A,27.7723,96.8436,27.65,99685,137.4411,64784,-0.0266,-0.0419,-3.1169,-0.0074,0.0107,-0.0009,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.3,343,32.1,A,27.7468,96.8349,27.65,99689,137.1037,64906,-0.0265,-0.0421,-3.1174,-0.0046,-0.0173,-0.0008,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.3,343,32.1,A,27.7586,96.8041,27.65,99692,136.8506,65094,-0.0265,-0.042,-3.1176,-0.0039,-0.0076,0.0015,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.3,343,32.1,A,27.7706,96.8289,27.66,99688,137.188,65216,-0.0264,-0.0415,-3.1177,0.0011,-0.0072,-0.0006,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,63806,130713407,796876369,81740,0,-1,0,0,0,0,168
0.3,335,0,A,27.7708,96.8368,27.65,99689,137.1037,65216,-0.0264,-0.0415,-3.1177,0.0011,-0.0072,-0.0006,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,65306,130713407,796876369,81740,0,0,0,0,0,0,161
0.3,335,0,A,27.7777,96.8504,27.66,99692,136.8506,65464,-0.0262,-0.0421,-3.1182,-0.0004,-0.0005,0.0002,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,65306,130713407,796876369,81740,0,0,0,0,0,0,161
0.2,342,0,A,27.7695,96.8233,27.66,99692,136.8506,65526,-0.0262,-0.0416,-3.1185,0.0023,0.0093,-0.0004,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,65306,130713407,796876369,81740,0,0,0,0,0,0,161
0.2,342,0,A,27.7796,96.8353,27.66,99691,136.9349,65650,-0.0261,-0.0424,-3.1186,0.0007,0.0022,0.0002,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,65306,130713407,796876369,81740,0,0,0,0,0,0,161
0.2,336,32.2,A,27.7773,96.8364,27.64,99687,137.2724,65774,-0.026,-0.042,-3.1186,0.0068,-0.0074,0.0016,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,65306,130713407,796876369,81740,0,0,0,0,0,0,161
0.2,336,32.2,A,27.7494,96.8187,27.65,99690,137.0193,65899,-0.0261,-0.0418,-3.1187,0.0048,0.0033,-0.0012,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,65306,130713407,796876369,81740,0,0,0,0,0,0,161
0.2,334,32.2,A,27.7582,96.8248,27.65,99693,136.7662,66084,-0.0261,-0.0417,-3.119,0.0034,0.0027,0.001,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,65306,130713407,796876369,81740,0,0,0,0,0,0,161
0.2,334,32.2,A,27.7689,96.8139,27.65,99693,136.7662,66209,-0.0261,-0.0419,-3.1192,-0.003,0.0075,-0.0028,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,65306,130713407,796876369,81740,0,0,0,0,0,0,161
0.2,334,32.2,A,27.7664,96.8234,27.64,99690,137.0193,66394,-0.0261,-0.0418,-3.1195,-0.0049,0.0096,-0.0003,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,66306,130713405,796876369,81750,0,0,0,0,0,0,174
0.2,334,32.2,A,27.7737,96.8248,27.66,99691,136.9349,66456,-0.0261,-0.0417,-3.1196,-0.001,-0.006,-0.0002,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,66306,130713405,796876369,81750,0,0,0,0,0,0,174
0.2,337,0,A,27.7676,96.7853,27.65,99688,137.188,66581,-0.0261,-0.0417,-3.1201,-0.0065,0.005,-0.0027,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,66306,130713405,796876369,81750,0,0,0,0,0,0,174
0.2,337,0,A,27.7754,96.8119,27.66,99694,136.6819,66704,-0.026,-0.042,-3.1203,-0.006,0.0005,-0.001,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,66306,130713405,796876369,81750,0,0,0,0,0,0,174
0.2,34,32.2,A,27.775,96.8136,27.65,99691,136.9349,66704,-0.026,-0.042,-3.1203,-0.006,0.0005,-0.001,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,66306,130713405,796876369,81750,0,0,0,0,0,0,174
0.2,34,32.2,A,27.7491,96.8021,27.64,99694,136.6819,66954,-0.0262,-0.0416,-3.1211,-0.0018,0.0018,-0.0006,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,66306,130713405,796876369,81750,0,0,0,0,0,0,174
0.2,34,32.2,A,27.758,96.7946,27.65,99692,136.8506,67138,-0.0263,-0.0415,-3.1213,0.0011,-0.0006,-0.0005,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,66306,130713405,796876369,81750,0,0,0,0,0,0,174
0.2,34,32.2,A,27.766,96.8138,27.64,99691,136.9349,67138,-0.0263,-0.0415,-3.1213,0.0011,-0.0006,-0.0005,63806,-0.9214,0.1381,-0.1683,-0.0043,-0.0104,0.0037,66306,130713405,796876369,81750,0,0,0,0,0,0,174
0.2,326,32.2,A,27.7664,96.8189,27.64,99685,137.4411,67324,-0.0263,-0.0416,-3.1215,0.0039,-0.0009,0.0002,67306,-0.9512,0.1921,-0.1576,-0.0028,0.0219,0.0067,67306,130713405,796876373,81730,0,2,0,0,0,0,157
0.2,326,32.2,A,27.7708,96.8167,27.65,99692,136.8506,67511,-0.0264,-0.0416,-3.1217,0.0064,-0.0041,0.0005,67306,-0.9512,0.1921,-0.1576,-0.0028,0.0219,0.0067,67306,130713405,796876373,81730,0,2,0,0,0,0,157
0,0,32.2,A,27.7645,96.7919,27.65,99691,136.9349,67574,-0.0264,-0.0419,-3.1217,0.0042,-0.0008,0.0006,67306,-0.9512,0.1921,-0.1576,-0.0028,0.0219,0.0067,67306,130713405,796876373,81730,0,2,0,0,0,0,157
0,0,32.2,A,27.7719,96.8043,27.65,99685,137.4411,67759,-0.0265,-0.0418,-3.1214,0.0018,0.0035,0.0001,67306,-0.9512,0.1921,-0.1576,-0.0028,0.0219,0.0067,67306,130713405,796876373,81730,0,2,0,0,0,0,157
0,0,32.2,A,27.7716,96.7977,27.65,99691,136.9349,67821,-0.0266,-0.0416,-3.1214,0.0009,0.0043,0.0004,67806,-0.9598,0.2506,-0.162,-0.0062,0.0404,0.0085,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0,0,32.2,A,27.743,96.7917,27.64,99696,136.5132,67944,-0.0266,-0.042,-3.1213,-0.0002,0.0034,-0.0011,67806,-0.9598,0.2506,-0.162,-0.0062,0.0404,0.0085,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0,0,32.2,A,27.75,96.8029,27.64,99692,136.8506,68131,-0.0267,-0.0419,-3.1211,-0.004,0.0036,-0.0014,67806,-0.9598,0.2506,-0.162,-0.0062,0.0404,0.0085,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0,0,32.2,A,27.7628,96.7974,27.63,99688,137.188,68254,-0.0267,-0.0421,-3.1211,-0.0017,-0.0059,0,67806,-0.9598,0.2506,-0.162,-0.0062,0.0404,0.0085,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0.2,325,32.2,A,27.7607,96.7924,27.64,99692,136.8506,68441,-0.0267,-0.0421,-3.1212,-0.004,-0.0038,-0.0005,67806,-0.9598,0.2506,-0.162,-0.0062,0.0404,0.0085,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0.2,325,32.2,A,27.7699,96.8016,27.65,99691,136.9349,68504,-0.0268,-0.0419,-3.1213,-0.0064,0.0029,-0.0024,67806,-0.9598,0.2506,-0.162,-0.0062,0.0404,0.0085,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0.2,324,32,A,27.7653,96.7977,27.64,99693,136.7662,68626,-0.0268,-0.0421,-3.1211,-0.0032,-0.0017,-0.0006,67806,-0.9598,0.2506,-0.162,-0.0062,0.0404,0.0085,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0.2,324,32,A,27.7708,96.7865,27.64,99691,136.9349,68751,-0.0268,-0.0419,-3.1208,-0.0015,-0.005,0.0005,67806,-0.9598,0.2506,-0.162,-0.0062,0.0404,0.0085,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0.2,322,0,A,27.7699,96.793,27.63,99688,137.188,68814,-0.0267,-0.042,-3.1207,-0.0005,0.0006,-0.001,68806,-0.9848,0.3714,-0.1718,-0.0138,0.0637,0.0066,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0.2,322,0,A,27.7433,96.7951,27.64,99694,136.6819,68999,-0.0266,-0.042,-3.1206,0.0015,0.0033,-0.0006,68806,-0.9848,0.3714,-0.1718,-0.0138,0.0637,0.0066,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0.2,327,3,A,27.7504,96.7708,27.64,99689,137.1037,69184,-0.0265,-0.0419,-3.1209,0.0032,0.0043,-0.0002,68806,-0.9848,0.3714,-0.1718,-0.0138,0.0637,0.0066,67806,130713404,796876379,81740,0,4,0,0,0,0,162
0.2,327,3,A,27.7597,96.7758,27.64,99687,137.2724,69184,-0.0265,-0.0419,-3.1209,0.0032,0.0043,-0.0002,68806,-0.9848,0.3714,-0.1718,-0.0138,0.0637,0.0066,69306,130713402,796876394,81750,-1,6,0,0,0,0,177
0.2,319,0,A,27.7582,96.7957,27.64,99694,136.6819,69371,-0.0264,-0.0418,-3.1211,0.0036,0.0056,0.0004,68806,-0.9848,0.3714,-0.1718,-0.0138,0.0637,0.0066,69306,130713402,796876394,81750,-1,6,0,0,0,0,177
0.2,319,0,A,27.7649,96.7797,27.65,99691,136.9349,69556,-0.0263,-0.0417,-3.1211,0.0016,0.005,-0.0003,68806,-0.9848,0.3714,-0.1718,-0.0138,0.0637,0.0066,69306,130713402,796876394,81750,-1,6,0,0,0,0,177
317,0,0,A,27.7645,96.7723,27.64,99690,137.0193,69619,-0.0263,-0.0418,-3.121,0.0022,-0.0017,0.0005,68806,-0.9848,0.3714,-0.1718,-0.0138,0.0637,0.0066,69306,130713402,796876394,81750,-1,6,0,0,0,0,177
317,0,0,A,27.7695,96.8125,27.65,99694,136.6819,69744,-0.0262,-0.0417,-3.1206,-0.0014,0.0036,-0.0005,68806,-0.9848,0.3714,-0.1718,-0.0138,0.0637,0.0066,69306,130713402,796876394,81750,-1,6,0,0,0,0,177
0.2,303,32.2,A,27.7668,96.8085,27.64,99691,136.9349,69866,-0.0261,-0.0419,-3.1205,-0.0011,0.001,-0.0008,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,303,32.2,A,27.7403,96.7933,27.64,99691,136.9349,69991,-0.0261,-0.0418,-3.1208,-0.0032,-0.0039,-0.0007,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,308,32.2,A,27.7483,96.7801,27.64,99691,136.9349,70176,-0.026,-0.0419,-3.1211,-0.0045,-0.0051,-0.0009,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,308,32.2,A,27.7582,96.7797,27.64,99689,137.1037,70301,-0.026,-0.0417,-3.121,-0.0045,-0.0009,-0.0011,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,329,32.2,A,27.7586,96.7938,27.64,99695,136.5975,70424,-0.0259,-0.0417,-3.121,-0.0046,0.0017,-0.0015,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,329,32.2,A,27.763,96.7876,27.65,99693,136.7662,70549,-0.0258,-0.0418,-3.1209,-0.0011,-0.0025,-0.0001,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,30,32.2,A,27.7637,96.7768,27.65,99694,136.6819,70672,-0.0258,-0.0417,-3.1207,-0.0003,-0.002,0,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,30,32.2,A,27.7689,96.802,27.64,99690,137.0193,70796,-0.0256,-0.0416,-3.1205,0.0021,0.0022,-0.0001,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,30,32.2,A,27.7657,96.7873,27.64,99692,136.8506,70921,-0.0255,-0.0417,-3.1204,0.0034,0.002,0.0001,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,30,32.2,A,27.7409,96.7933,27.63,99693,136.7662,71044,-0.0255,-0.0416,-3.1203,0.005,-0.0013,0.0015,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,307,32.2,A,27.7521,96.7754,27.64,99684,137.5255,71044,-0.0255,-0.0416,-3.1203,0.005,-0.0013,0.0015,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,69806,130713402,796876398,81750,-1,6,0,0,0,0,177
0.2,307,32.2,A,27.7594,96.7837,27.63,99694,136.6819,71044,-0.0255,-0.0416,-3.1203,0.005,-0.0013,0.0015,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,307,32.2,A,27.7607,96.7873,27.64,99692,136.8506,71416,-0.0253,-0.0417,-3.1196,0.0021,-0.0008,0,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,307,32.2,A,27.7639,96.7974,27.64,99691,136.9349,71541,-0.0253,-0.0416,-3.1195,-0.0006,-0.0012,0.0006,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,301,32.2,A,27.7645,96.8036,27.64,99691,136.9349,71664,-0.0253,-0.0416,-3.1192,-0.0018,0.0025,-0.0003,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,301,32.2,A,27.7681,96.8061,27.63,99688,137.188,71789,-0.0253,-0.0417,-3.119,-0.0034,-0.0014,-0.0009,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,0,0,A,27.7645,96.7899,27.64,99693,136.7662,71914,-0.0254,-0.0417,-3.1191,-0.0046,-0.0039,-0.0006,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,0,0,A,27.7405,96.7897,27.63,99694,136.6819,72036,-0.0254,-0.0416,-3.1194,-0.0054,0.0001,-0.0009,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,317,32.2,A,27.7281,96.7664,27.63,99682,137.6942,72224,-0.0254,-0.0417,-3.1197,-0.0032,-0.0004,-0.0006,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,317,32.2,A,27.7468,96.7974,27.63,99693,136.7662,72409,-0.0253,-0.0417,-3.1202,-0.0012,-0.0009,-0.001,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,320,32.2,A,27.7466,96.7854,27.64,99693,136.7662,72534,-0.0252,-0.0417,-3.1206,0.002,0.0019,0.0001,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,320,32.2,A,27.7546,96.7813,27.64,99692,136.8506,72534,-0.0252,-0.0417,-3.1206,0.002,0.0019,0.0001,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,320,32.2,A,27.7576,96.8096,27.64,99693,136.7662,72781,-0.0252,-0.0416,-3.1203,0.0051,-0.0001,0.0006,69806,-0.9896,0.4571,-0.1771,-0.0107,0.0621,0.0056,71306,130713403,796876404,81760,0,3,0,0,0,0,184
0.2,320,32.2,A,27.7613,96.7876,27.64,99692,136.8506,72844,-0.0252,-0.0417,-3.1202,0.0037,0.0015,0.0006,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.2,320,32.2,A,27.7594,96.7939,27.64,99694,136.6819,72966,-0.0252,-0.0416,-3.1202,0.0037,-0.0003,0.0002,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.2,320,32.2,A,27.7374,96.7873,27.64,99693,136.7662,73154,-0.0253,-0.0416,-3.1204,0.0021,-0.0007,0.0006,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.3,361,32.2,A,27.7451,96.8044,27.64,99689,137.1037,73276,-0.0253,-0.0415,-3.1205,0.0011,0.0012,-0.0001,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.3,361,32.2,A,27.7569,96.803,27.64,99689,137.1037,73464,-0.0253,-0.0415,-3.121,-0.0025,-0.0015,-0.0012,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.3,317,32,A,27.7508,96.7974,27.64,99689,137.1037,73524,-0.0253,-0.0417,-3.1212,-0.0027,-0.0021,-0.0007,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.3,317,32,A,27.759,96.7951,27.64,99692,136.8506,73650,-0.0253,-0.0416,-3.1214,-0.0044,-0.0025,-0.0006,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.2,324,32.2,A,27.759,96.8065,27.63,99690,137.0193,73774,-0.0253,-0.0417,-3.1213,-0.0044,-0.0005,-0.0007,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.2,324,32.2,A,27.7653,96.7975,27.65,99695,136.5975,73896,-0.0252,-0.0418,-3.1213,-0.0043,-0.0013,-0.0016,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.2,328,32.2,A,27.7637,96.7961,27.65,99689,137.1037,74021,-0.0252,-0.0417,-3.1214,-0.0025,-0.0026,-0.0004,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
0.2,328,32.2,A,27.7374,96.7768,27.64,99688,137.188,74144,-0.0251,-0.0416,-3.1215,-0.0014,0,-0.0008,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,72806,130713406,796876413,81740,0,3,0,0,0,0,166
301,0,0,A,27.7443,96.8015,27.63,99691,136.9349,74144,-0.0251,-0.0416,-3.1215,-0.0014,0,-0.0008,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,74306,130713409,796876422,81720,1,3,1,0,0,0,145
301,0,0,A,27.7555,96.8014,27.65,99691,136.9349,74454,-0.0251,-0.0416,-3.1218,0.0026,0.0013,0,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,74306,130713409,796876422,81720,1,3,1,0,0,0,145
0.3,310,32.2,A,27.7538,96.7915,27.64,99690,137.0193,74578,-0.025,-0.0416,-3.122,0.0048,0.0007,0.001,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,74306,130713409,796876422,81720,1,3,1,0,0,0,145
0.3,310,32.2,A,27.7634,96.7934,27.65,99693,136.7662,74704,-0.025,-0.0416,-3.1221,0.0046,0.0009,0.0008,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,74306,130713409,796876422,81720,1,3,1,0,0,0,145
0.2,321,32.2,A,27.7586,96.7935,27.65,99694,136.6819,74764,-0.025,-0.0416,-3.1222,0.0044,0.0014,0.0007,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,74306,130713409,796876422,81720,1,3,1,0,0,0,145
0.2,321,32.2,A,27.7716,96.8074,27.65,99690,137.0193,74951,-0.025,-0.0416,-3.1228,0.0014,0.0014,-0.0006,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,74306,130713409,796876422,81720,1,3,1,0,0,0,145
0.2,0,0,A,27.763,96.791,27.65,99690,137.0193,75013,-0.025,-0.0416,-3.123,0.0007,0.0016,-0.0003,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,74306,130713409,796876422,81720,1,3,1,0,0,0,145
0.2,0,0,A,27.7416,96.7957,27.64,99688,137.188,75136,-0.0249,-0.0416,-3.1231,-0.0004,0.0012,-0.0002,72806,-0.9341,0.6189,-0.1667,0.0086,0.0351,0.0079,74306,130713409,796876422,81720,1,3,1,0,0,0,145
0.2,318,32.3,A,27.7451,96.7874,27.64,99689,137.1037,75324,-0.0249,-0.0416,-3.1233,-0.004,-0.0008,-0.0004,75306,-0.8662,0.7758,-0.1554,0.0172,0.0282,0.0113,75306,130713412,796876427,81730,1,2,1,0,0,0,155
0.2,318,32.3,A,27.7538,96.8134,27.65,99685,137.4411,75447,-0.0248,-0.0416,-3.1234,-0.0045,-0.0019,-0.0013,75306,-0.8662,0.7758,-0.1554,0.0172,0.0282,0.0113,75306,130713412,796876427,81730,1,2,1,0,0,0,155
0.2,318,32.3,A,27.7525,96.7915,27.65,99692,136.8506,75571,-0.0248,-0.0415,-3.1236,-0.0044,-0.0013,-0.0019,75306,-0.8662,0.7758,-0.1554,0.0172,0.0282,0.0113,75306,130713412,796876427,81730,1,2,1,0,0,0,155
