Flight Information:
Launch Date:            	          	                       	Wednesday, 27 October 2021	   	                   	Launch Time: 	         	        	11:32:04     	          	          	End of Ascent:	       	         	01:42:40
Station name:           	          	                       	IIT MADRAS                	   	                   	Serialnumber:	         	        	18000120
Ground Values:
Pressure:               	          	                       	1004.5 hPa                	   	                   	Temperature: 	         	        	29.0 °C      	          	          	Humidity:     	       	         	72 %
Wind direction:         	          	                       	310 °                     	   	                   	Wind speed:  	         	        	6 kn         	          	          	Cloud group:  	       	         	9////
Position:
Longitude:              	          	                       	74.641 °                  	   	                   	Latitude:    	         	        	9.702 °      	          	          	Altitude:     	       	         	34 m
Staff:
Company:                	          	                       	
Operator:               	          	                       	                          	   	                   	
Events:
Highest Point:          	          	                       	19.6 hPa                  	   	                   	25867 m
Tropopauses:            	          	                       	1.: 112.2 hPa             	   	                   	             	         	        	
Max Winds:              	          	                       	1.: 22.6 hPa              	   	                   	             	         	        	
Remarks:

Profile Data:
Time                    	UTC Time  	P                      	T                         	Hu 	Ws                 	Wd           	Long.    	Lat.    	Geopot       	MRI       	RI        	Dewp.         	Rs     	Elevation	Azimuth 	Range	D
[sec]                   	[HH:mm:ss]	[hPa]                  	[°C]                      	[%]	[kn]               	[°]          	[°]      	[°]     	[m]          	          	          	[°C]          	[m/min]	[°]      	[°]     	[m]  	[kg/m3]
1266                    	11:53:10  	568.9                  	0.6                       	83 	3.8                	048          	74.571482	9.719632	4834         	926.909   	165.411   	-1.9          	227.0  	31.3     	285     	9271 	0.724113
1268                    	11:53:12  	568.4                  	0.6                       	84 	3.7                	049          	74.571440	9.719602	4842         	928.030   	165.308   	-1.9          	232.0  	31.3     	285     	9278 	0.723567
1270                    	11:53:14  	567.9                  	0.5                       	84 	3.8                	050          	74.571397	9.719572	4850         	929.144   	165.198   	-1.9          	234.3  	31.3     	285     	9285 	0.723009
1272                    	11:53:16  	567.3                  	0.5                       	84 	3.8                	051          	74.571355	9.719542	4858         	930.252   	165.081   	-1.9          	234.3  	31.4     	285     	9293 	0.722452
1274                    	11:53:18  	566.8                  	0.4                       	84 	4.1                	052          	74.571313	9.719512	4865         	931.284   	164.951   	-2.0          	222.7  	31.4     	284     	9300 	0.721873
1276                    	11:53:20  	566.3                  	0.4                       	84 	4.1                	053          	74.571271	9.719482	4872         	932.305   	164.811   	-2.0          	222.0  	31.4     	284     	9307 	0.721273
1278                    	11:53:22  	565.8                  	0.4                       	83 	4.4                	052          	74.571228	9.719452	4880         	933.321   	164.665   	-2.1          	221.7  	31.4     	284     	9314 	0.720675
1280                    	11:53:24  	565.3                  	0.4                       	83 	4.6                	052          	74.571186	9.719421	4887         	934.316   	164.514   	-2.1          	220.0  	31.5     	284     	9320 	0.720074
1282                    	11:53:26  	564.8                  	0.4                       	83 	4.9                	052          	74.571144	9.719391	4894         	935.326   	164.362   	-2.2          	220.0  	31.5     	284     	9327 	0.719480
1284                    	11:53:28  	564.3                  	0.3                       	82 	5.4                	053          	74.571102	9.719361	4902         	936.299   	164.205   	-2.3          	216.3  	31.5     	284     	9334 	0.718859
1286                    	11:53:30  	563.7                  	0.3                       	82 	5.9                	054          	74.571060	9.719331	4909         	937.237   	164.044   	-2.4          	211.8  	31.5     	284     	9341 	0.718228
1288                    	11:53:32  	563.2                  	0.3                       	81 	6.4                	054          	74.571017	9.719301	4916         	938.197   	163.889   	-2.5          	211.8  	31.6     	284     	9348 	0.717634
1290                    	11:53:34  	562.8                  	0.3                       	81 	6.7                	055          	74.570952	9.719262	4923         	939.162   	163.739   	-2.6          	212.4  	31.6     	284     	9357 	0.717058
1292                    	11:53:36  	562.3                  	0.3                       	81 	7.0                	056          	74.570876	9.719219	4930         	940.136   	163.598   	-2.6          	212.6  	31.6     	284     	9366 	0.716492
1294                    	11:53:38  	561.7                  	0.2                       	80 	7.3                	057          	74.570800	9.719176	4937         	941.115   	163.463   	-2.7          	212.6  	31.6     	284     	9376 	0.715931
1296                    	11:53:40  	561.2                  	0.2                       	80 	7.6                	057          	74.570724	9.719133	4944         	942.098   	163.331   	-2.8          	215.1  	31.6     	284     	9386 	0.715392
1298                    	11:53:42  	560.7                  	0.1                       	80 	8.0                	058          	74.570648	9.719090	4951         	943.095   	163.197   	-2.9          	215.2  	31.6     	284     	9395 	0.714835
1300                    	11:53:44  	560.2                  	0.1                       	80 	8.3                	059          	74.570572	9.719047	4958         	944.103   	163.075   	-2.9          	217.1  	31.7     	284     	9405 	0.714312
1302                    	11:53:46  	559.7                  	0.0                       	80 	8.5                	059          	74.570495	9.719004	4966         	945.186   	162.965   	-3.0          	225.4  	31.7     	284     	9415 	0.713813
1304                    	11:53:48  	559.2                  	0.0                       	80 	8.6                	059          	74.570419	9.718961	4973         	946.259   	162.860   	-3.0          	225.4  	31.7     	284     	9425 	0.713309
1306                    	11:53:50  	558.6                  	-0.1                      	80 	8.7                	060          	74.570343	9.718918	4981         	947.312   	162.751   	-3.1          	224.5  	31.7     	284     	9435 	0.712783
1308                    	11:53:52  	558.1                  	-0.1                      	80 	8.8                	059          	74.570267	9.718875	4988         	948.371   	162.649   	-3.1          	221.0  	31.7     	284     	9444 	0.712283
1310                    	11:53:54  	557.6                  	-0.2                      	80 	9.0                	060          	74.570191	9.718832	4995         	949.437   	162.553   	-3.1          	221.0  	31.7     	284     	9454 	0.711787
1312                    	11:53:56  	557.1                  	-0.2                      	81 	9.2                	060          	74.570115	9.718789	5003         	950.505   	162.459   	-3.1          	221.1  	31.8     	284     	9464 	0.711285
1314                    	11:53:58  	556.6                  	-0.3                      	81 	9.4                	061          	74.570039	9.718746	5010         	951.560   	162.368   	-3.1          	221.3  	31.8     	284     	9474 	0.710792
1316                    	11:54:00  	556.1                  	-0.4                      	81 	9.5                	061          	74.569963	9.718703	5017         	952.626   	162.273   	-3.1          	221.3  	31.8     	284     	9484 	0.710299
1318                    	11:54:02  	555.6                  	-0.4                      	82 	9.6                	061          	74.569887	9.718660	5025         	953.687   	162.172   	-3.2          	222.8  	31.8     	284     	9494 	0.709801
1320                    	11:54:04  	555.1                  	-0.5                      	82 	9.8                	061          	74.569791	9.718618	5032         	954.765   	162.072   	-3.2          	223.6  	31.8     	284     	9505 	0.709313
1322                    	11:54:06  	554.6                  	-0.5                      	82 	10.0               	061          	74.569686	9.718576	5040         	955.835   	161.980   	-3.2          	223.6  	31.8     	283     	9518 	0.708854
1324                    	11:54:08  	554.1                  	-0.6                      	82 	10.2               	062          	74.569582	9.718535	5047         	956.923   	161.891   	-3.3          	224.2  	31.8     	283     	9530 	0.708406
1326                    	11:54:10  	553.6                  	-0.7                      	82 	10.5               	063          	74.569477	9.718493	5055         	958.003   	161.793   	-3.3          	224.6  	31.8     	283     	9543 	0.707951
1328                    	11:54:12  	553.1                  	-0.7                      	82 	10.6               	063          	74.569372	9.718451	5062         	959.060   	161.673   	-3.4          	224.6  	31.8     	283     	9556 	0.707423
1330                    	11:54:14  	552.5                  	-0.8                      	82 	10.7               	063          	74.569267	9.718409	5069         	960.020   	161.549   	-3.5          	208.5  	31.8     	283     	9568 	0.706891
1332                    	11:54:16  	552.0                  	-0.9                      	82 	10.8               	064          	74.569163	9.718368	5076         	960.982   	161.428   	-3.6          	207.2  	31.8     	283     	9580 	0.706364
1334                    	11:54:18  	551.5                  	-0.9                      	82 	11.0               	065          	74.569058	9.718326	5083         	961.970   	161.318   	-3.6          	209.8  	31.8     	283     	9592 	0.705888
1336                    	11:54:20  	551.0                  	-1.0                      	81 	11.3               	066          	74.568953	9.718284	5090         	963.035   	161.205   	-3.7          	222.4  	31.8     	283     	9605 	0.705416
1338                    	11:54:22  	550.6                  	-1.0                      	81 	11.5               	067          	74.568849	9.718243	5098         	964.075   	161.083   	-3.8          	222.4  	31.9     	283     	9617 	0.704918
1340                    	11:54:24  	550.0                  	-1.1                      	81 	11.8               	068          	74.568744	9.718201	5105         	965.075   	160.952   	-3.9          	218.3  	31.9     	283     	9630 	0.704384
1342                    	11:54:26  	549.5                  	-1.1                      	81 	11.8               	068          	74.568639	9.718159	5112         	966.080   	160.827   	-4.0          	213.5  	31.9     	283     	9642 	0.703851
1344                    	11:54:28  	549.0                  	-1.2                      	81 	12.0               	069          	74.568534	9.718117	5119         	967.077   	160.710   	-4.0          	213.5  	31.9     	283     	9655 	0.703337
1346                    	11:54:30  	548.5                  	-1.2                      	81 	12.2               	069          	74.568430	9.718076	5126         	968.122   	160.592   	-4.1          	221.5  	31.9     	283     	9667 	0.702827
1348                    	11:54:32  	548.0                  	-1.3                      	80 	12.4               	070          	74.568325	9.718034	5134         	969.182   	160.475   	-4.2          	225.2  	31.9     	283     	9680 	0.702314
1350                    	11:54:34  	547.5                  	-1.3                      	80 	12.7               	070          	74.568211	9.717993	5141         	970.241   	160.357   	-4.2          	225.2  	31.9     	283     	9693 	0.701789
1352                    	11:54:36  	547.0                  	-1.4                      	80 	12.9               	071          	74.568085	9.717954	5149         	971.287   	160.241   	-4.3          	224.0  	31.9     	283     	9708 	0.701267
1354                    	11:54:38  	546.5                  	-1.4                      	80 	13.2               	071          	74.567960	9.717915	5156         	972.351   	160.128   	-4.3          	224.0  	31.9     	283     	9722 	0.700732
1356                    	11:54:40  	546.0                  	-1.5                      	81 	13.3               	071          	74.567835	9.717876	5164         	973.412   	160.026   	-4.3          	221.7  	31.9     	283     	9737 	0.700221
1358                    	11:54:42  	545.5                  	-1.5                      	81 	13.3               	071          	74.567709	9.717836	5171         	974.427   	159.927   	-4.3          	213.3  	31.9     	283     	9751 	0.699719
1360                    	11:54:44  	545.0                  	-1.5                      	81 	13.4               	071          	74.567584	9.717797	5178         	975.445   	159.830   	-4.3          	213.3  	31.9     	283     	9766 	0.699222
1362                    	11:54:46  	544.5                  	-1.6                      	81 	13.6               	071          	74.567459	9.717758	5185         	976.473   	159.728   	-4.3          	215.1  	31.9     	282     	9780 	0.698699
1364                    	11:54:48  	544.1                  	-1.6                      	82 	13.7               	071          	74.567333	9.717718	5192         	977.530   	159.623   	-4.3          	222.8  	31.9     	282     	9795 	0.698173
1366                    	11:54:50  	543.6                  	-1.7                      	82 	13.9               	072          	74.567208	9.717679	5200         	978.584   	159.515   	-4.4          	222.8  	31.9     	282     	9809 	0.697644
1368                    	11:54:52  	543.1                  	-1.7                      	82 	14.0               	072          	74.567082	9.717640	5207         	979.649   	159.403   	-4.4          	224.5  	31.9     	282     	9824 	0.697113
1370                    	11:54:54  	542.5                  	-1.8                      	82 	14.0               	072          	74.566957	9.717601	5215         	980.728   	159.288   	-4.4          	226.4  	31.9     	282     	9838 	0.696586
1372                    	11:54:56  	542.0                  	-1.8                      	82 	14.1               	072          	74.566832	9.717561	5222         	981.789   	159.172   	-4.5          	226.4  	31.9     	282     	9853 	0.696060
1374                    	11:54:58  	541.5                  	-1.9                      	82 	14.2               	072          	74.566706	9.717522	5229         	982.833   	159.054   	-4.5          	222.3  	31.9     	282     	9868 	0.695529
1376                    	11:55:00  	541.0                  	-1.9                      	82 	14.1               	073          	74.566581	9.717483	5237         	983.869   	158.928   	-4.6          	220.5  	31.9     	282     	9882 	0.694987
1378                    	11:55:02  	540.5                  	-2.0                      	82 	14.2               	073          	74.566456	9.717443	5244         	984.904   	158.817   	-4.7          	220.5  	31.8     	282     	9897 	0.694519
1380                    	11:55:04  	540.1                  	-2.0                      	82 	14.3               	073          	74.566330	9.717404	5251         	985.937   	158.719   	-4.7          	213.9  	31.8     	282     	9911 	0.694079
1382                    	11:55:06  	539.6                  	-2.1                      	82 	14.3               	073          	74.566202	9.717362	5258         	986.940   	158.624   	-4.8          	211.1  	31.8     	282     	9926 	0.693639
1384                    	11:55:08  	539.1                  	-2.1                      	82 	14.3               	074          	74.566074	9.717321	5265         	987.930   	158.515   	-4.8          	211.1  	31.8     	282     	9940 	0.693143
1386                    	11:55:10  	538.7                  	-2.2                      	82 	14.3               	074          	74.565946	9.717280	5272         	988.904   	158.406   	-4.9          	205.8  	31.8     	282     	9955 	0.692647
1388                    	11:55:12  	538.2                  	-2.2                      	82 	14.3               	074          	74.565819	9.717238	5279         	989.861   	158.295   	-4.9          	205.6  	31.8     	282     	9969 	0.692150
1390                    	11:55:14  	537.7                  	-2.3                      	81 	14.2               	074          	74.565691	9.717197	5286         	990.829   	158.179   	-5.0          	206.8  	31.8     	282     	9984 	0.691644
1392                    	11:55:16  	537.2                  	-2.3                      	81 	14.2               	074          	74.565563	9.717155	5293         	991.824   	158.059   	-5.0          	211.8  	31.8     	282     	9998 	0.691125
1394                    	11:55:18  	536.7                  	-2.4                      	81 	14.2               	074          	74.565435	9.717114	5300         	992.818   	157.939   	-5.1          	211.8  	31.8     	282     	10013	0.690618
1396                    	11:55:20  	536.3                  	-2.4                      	81 	14.2               	074          	74.565308	9.717073	5307         	993.776   	157.814   	-5.2          	208.5  	31.8     	282     	10027	0.690118
1398                    	11:55:22  	535.8                  	-2.4                      	81 	14.2               	074          	74.565180	9.717031	5314         	994.715   	157.685   	-5.3          	204.7  	31.8     	282     	10042	0.689618
1400                    	11:55:24  	535.3                  	-2.5                      	80 	14.3               	073          	74.565052	9.716990	5320         	995.674   	157.561   	-5.4          	204.7  	31.8     	282     	10056	0.689141
1402                    	11:55:26  	534.9                  	-2.5                      	80 	14.2               	073          	74.564925	9.716948	5327         	996.627   	157.446   	-5.5          	205.4  	31.8     	281     	10071	0.688688
1404                    	11:55:28  	534.4                  	-2.6                      	80 	14.3               	073          	74.564797	9.716907	5334         	997.603   	157.339   	-5.6          	205.7  	31.8     	281     	10086	0.688234
1406                    	11:55:30  	533.9                  	-2.7                      	80 	14.3               	072          	74.564669	9.716866	5341         	998.555   	157.223   	-5.7          	205.7  	31.8     	281     	10100	0.687719
1408                    	11:55:32  	533.4                  	-2.7                      	80 	14.3               	071          	74.564541	9.716824	5348         	999.567   	157.105   	-5.7          	214.2  	31.8     	281     	10115	0.687187
1410                    	11:55:34  	532.9                  	-2.7                      	80 	14.3               	071          	74.564412	9.716784	5355         	1000.583  	156.990   	-5.7          	217.8  	31.8     	281     	10130	0.686647
1412                    	11:55:36  	532.4                  	-2.8                      	80 	14.5               	070          	74.564277	9.716746	5362         	1001.627  	156.888   	-5.8          	217.8  	31.8     	281     	10145	0.686130
1414                    	11:55:38  	531.9                  	-2.8                      	80 	14.5               	070          	74.564143	9.716708	5370         	1002.654  	156.785   	-5.7          	216.9  	31.8     	281     	10161	0.685592
1416                    	11:55:40  	531.4                  	-2.9                      	80 	14.5               	069          	74.564008	9.716670	5377         	1003.675  	156.675   	-5.7          	216.9  	31.8     	281     	10176	0.685044
1418                    	11:55:42  	530.9                  	-2.9                      	81 	14.7               	069          	74.563873	9.716632	5384         	1004.707  	156.562   	-5.8          	217.9  	31.7     	281     	10192	0.684512
1420                    	11:55:44  	530.4                  	-2.9                      	81 	14.7               	069          	74.563738	9.716595	5391         	1005.753  	156.446   	-5.8          	222.6  	31.7     	281     	10207	0.683980
1422                    	11:55:46  	530.0                  	-3.0                      	81 	14.7               	069          	74.563603	9.716557	5399         	1006.802  	156.333   	-5.8          	222.6  	31.7     	281     	10223	0.683448
1424                    	11:55:48  	529.5                  	-3.0                      	81 	14.7               	070          	74.563469	9.716519	5406         	1007.851  	156.220   	-5.8          	219.1  	31.7     	281     	10238	0.682929
1426                    	11:55:50  	529.0                  	-3.0                      	81 	14.7               	071          	74.563334	9.716481	5413         	1008.845  	156.100   	-5.9          	215.0  	31.7     	281     	10254	0.682412
1428                    	11:55:52  	528.5                  	-3.1                      	80 	14.8               	072          	74.563199	9.716443	5420         	1009.851  	155.975   	-6.0          	215.0  	31.7     	281     	10269	0.681898
1430                    	11:55:54  	528.0                  	-3.1                      	80 	14.9               	073          	74.563064	9.716405	5427         	1010.846  	155.855   	-6.1          	213.3  	31.7     	281     	10285	0.681396
1432                    	11:55:56  	527.6                  	-3.2                      	80 	14.8               	074          	74.562929	9.716368	5434         	1011.843  	155.738   	-6.1          	212.5  	31.7     	281     	10300	0.680885
1434                    	11:55:58  	527.1                  	-3.2                      	80 	14.8               	074          	74.562795	9.716330	5442         	1012.852  	155.632   	-6.2          	212.5  	31.7     	281     	10315	0.680405
1436                    	11:56:00  	526.7                  	-3.3                      	80 	14.9               	075          	74.562660	9.716292	5449         	1013.855  	155.520   	-6.2          	214.0  	31.7     	281     	10331	0.679906
1438                    	11:56:02  	526.2                  	-3.3                      	80 	14.9               	076          	74.562525	9.716254	5456         	1014.851  	155.402   	-6.2          	214.6  	31.7     	281     	10346	0.679378
1440                    	11:56:04  	525.7                  	-3.3                      	80 	15.1               	077          	74.562388	9.716215	5463         	1015.852  	155.272   	-6.2          	216.0  	31.7     	281     	10362	0.678776
1442                    	11:56:06  	525.2                  	-3.3                      	80 	15.1               	078          	74.562244	9.716171	5470         	1016.886  	155.145   	-6.2          	221.7  	31.7     	281     	10378	0.678168
1444                    	11:56:08  	524.7                  	-3.3                      	80 	15.3               	078          	74.562101	9.716127	5478         	1017.920  	155.017   	-6.2          	221.7  	31.7     	281     	10395	0.677555
1446                    	11:56:10  	524.3                  	-3.3                      	81 	15.4               	078          	74.561957	9.716083	5485         	1018.941  	154.891   	-6.2          	219.5  	31.7     	280     	10411	0.676960
1448                    	11:56:12  	523.8                  	-3.3                      	80 	15.5               	078          	74.561814	9.716039	5492         	1019.916  	154.752   	-6.2          	211.2  	31.6     	280     	10427	0.676337
1450                    	11:56:14  	523.3                  	-3.3                      	80 	15.6               	077          	74.561670	9.715995	5499         	1020.873  	154.609   	-6.2          	211.2  	31.6     	280     	10443	0.675719
1452                    	11:56:16  	522.9                  	-3.3                      	80 	15.7               	077          	74.561527	9.715951	5506         	1021.837  	154.475   	-6.2          	207.7  	31.6     	280     	10459	0.675133
1454                    	11:56:18  	522.4                  	-3.3                      	80 	15.9               	076          	74.561383	9.715908	5513         	1022.754  	154.340   	-6.2          	203.6  	31.6     	280     	10475	0.674560
1456                    	11:56:20  	522.0                  	-3.3                      	80 	15.9               	075          	74.561240	9.715864	5519         	1023.679  	154.197   	-6.2          	203.6  	31.6     	280     	10491	0.673982
1458                    	11:56:22  	521.5                  	-3.3                      	79 	16.0               	074          	74.561096	9.715820	5526         	1024.609  	154.044   	-6.3          	206.5  	31.6     	280     	10507	0.673397
1460                    	11:56:24  	521.1                  	-3.3                      	79 	16.1               	073          	74.560953	9.715776	5533         	1025.536  	153.887   	-6.4          	207.8  	31.6     	280     	10524	0.672817
1462                    	11:56:26  	520.6                  	-3.3                      	78 	16.1               	073          	74.560809	9.715732	5540         	1026.479  	153.732   	-6.5          	207.8  	31.6     	280     	10540	0.672233
1464                    	11:56:28  	520.2                  	-3.3                      	78 	16.1               	072          	74.560666	9.715688	5547         	1027.397  	153.582   	-6.6          	203.8  	31.6     	280     	10556	0.671652
1466                    	11:56:30  	519.7                  	-3.3                      	78 	16.2               	071          	74.560522	9.715644	5553         	1028.307  	153.440   	-6.6          	202.1  	31.6     	280     	10572	0.671088
1468                    	11:56:32  	519.3                  	-3.3                      	77 	16.2               	071          	74.560379	9.715600	5560         	1029.227  	153.308   	-6.7          	202.1  	31.5     	280     	10588	0.670553
1470                    	11:56:34  	518.8                  	-3.3                      	77 	16.2               	071          	74.560234	9.715555	5567         	1030.184  	153.182   	-6.7          	206.6  	31.5     	280     	10604	0.670037
1472                    	11:56:36  	518.4                  	-3.4                      	77 	16.2               	071          	74.560083	9.715504	5574         	1031.148  	153.063   	-6.8          	206.9  	31.5     	280     	10621	0.669530
1474                    	11:56:38  	517.9                  	-3.4                      	77 	16.2               	071          	74.559933	9.715454	5581         	1032.107  	152.954   	-6.8          	204.8  	31.5     	280     	10637	0.669036
1476                    	11:56:40  	517.5                  	-3.5                      	77 	16.2               	071          	74.559782	9.715403	5587         	1033.042  	152.853   	-6.9          	196.4  	31.5     	280     	10654	0.668560
1478                    	11:56:42  	517.0                  	-3.5                      	77 	16.3               	071          	74.559631	9.715352	5594         	1033.970  	152.760   	-6.9          	196.4  	31.5     	280     	10670	0.668114
1480                    	11:56:44  	516.6                  	-3.6                      	77 	16.3               	072          	74.559481	9.715301	5600         	1034.917  	152.672   	-6.9          	198.3  	31.5     	280     	10687	0.667706
1482                    	11:56:46  	516.2                  	-3.6                      	77 	16.3               	072          	74.559330	9.715251	5607         	1035.875  	152.578   	-7.0          	200.5  	31.5     	280     	10704	0.667303
1484                    	11:56:48  	515.7                  	-3.7                      	77 	16.4               	072          	74.559179	9.715200	5614         	1036.829  	152.479   	-7.1          	200.5  	31.4     	280     	10720	0.666885
1486                    	11:56:50  	515.3                  	-3.7                      	77 	16.4               	072          	74.559029	9.715149	5620         	1037.795  	152.378   	-7.2          	204.6  	31.4     	279     	10737	0.666442
1488                    	11:56:52  	514.8                  	-3.8                      	77 	16.4               	073          	74.558878	9.715099	5627         	1038.771  	152.270   	-7.2          	206.5  	31.4     	279     	10754	0.665972
1490                    	11:56:54  	514.4                  	-3.8                      	77 	16.6               	072          	74.558727	9.715048	5634         	1039.743  	152.160   	-7.3          	206.5  	31.4     	279     	10770	0.665510
1492                    	11:56:56  	513.9                  	-3.9                      	76 	16.8               	072          	74.558577	9.714997	5641         	1040.762  	152.048   	-7.4          	216.0  	31.4     	279     	10787	0.665059
1494                    	11:56:58  	513.5                  	-3.9                      	76 	16.9               	072          	74.558426	9.714946	5648         	1041.784  	151.939   	-7.5          	216.4  	31.4     	279     	10804	0.664609
1496                    	11:57:00  	513.0                  	-4.0                      	76 	17.0               	072          	74.558275	9.714896	5656         	1042.799  	151.824   	-7.5          	217.3  	31.4     	279     	10821	0.664091
1498                    	11:57:02  	512.5                  	-4.0                      	76 	17.2               	072          	74.558125	9.714845	5663         	1043.847  	151.710   	-7.6          	221.1  	31.4     	279     	10838	0.663552
1500                    	11:57:04  	512.0                  	-4.1                      	76 	17.3               	071          	74.557973	9.714793	5670         	1044.893  	151.595   	-7.6          	221.1  	31.4     	279     	10855	0.663022
1502                    	11:57:06  	511.6                  	-4.1                      	76 	17.5               	071          	74.557816	9.714736	5678         	1045.931  	151.486   	-7.6          	219.3  	31.3     	279     	10873	0.662530
1504                    	11:57:08  	511.1                  	-4.2                      	76 	17.6               	070          	74.557659	9.714678	5685         	1046.924  	151.380   	-7.7          	211.1  	31.3     	279     	10890	0.662038
1506                    	11:57:10  	510.6                  	-4.2                      	76 	17.7               	070          	74.557502	9.714621	5692         	1047.940  	151.282   	-7.7          	211.1  	31.3     	279     	10908	0.661569
1508                    	11:57:12  	510.2                  	-4.3                      	76 	17.9               	069          	74.557345	9.714564	5699         	1048.928  	151.186   	-7.8          	208.3  	31.3     	279     	10925	0.661124
1510                    	11:57:14  	509.7                  	-4.3                      	76 	17.9               	069          	74.557188	9.714506	5705         	1049.887  	151.078   	-7.8          	204.8  	31.3     	279     	10942	0.660673
1512                    	11:57:16  	509.3                  	-4.4                      	76 	18.0               	068          	74.557031	9.714449	5712         	1050.851  	150.958   	-7.9          	204.8  	31.3     	279     	10959	0.660204
1514                    	11:57:18  	508.8                  	-4.4                      	76 	17.9               	068          	74.556873	9.714391	5719         	1051.876  	150.837   	-8.0          	220.0  	31.3     	279     	10977	0.659729
1516                    	11:57:20  	508.4                  	-4.5                      	75 	18.0               	068          	74.556716	9.714334	5727         	1052.951  	150.720   	-8.1          	227.5  	31.3     	279     	10995	0.659259
1518                    	11:57:22  	507.9                  	-4.5                      	75 	18.0               	068          	74.556559	9.714277	5735         	1054.022  	150.597   	-8.2          	227.5  	31.3     	279     	11012	0.658771
1520                    	11:57:24  	507.4                  	-4.6                      	75 	17.9               	069          	74.556402	9.714219	5742         	1055.040  	150.469   	-8.3          	221.5  	31.2     	279     	11030	0.658267
1522                    	11:57:26  	506.9                  	-4.6                      	74 	18.0               	069          	74.556245	9.714162	5749         	1056.058  	150.340   	-8.4          	218.9  	31.2     	278     	11047	0.657758
1524                    	11:57:28  	506.5                  	-4.7                      	74 	18.0               	069          	74.556088	9.714105	5756         	1057.079  	150.216   	-8.5          	218.9  	31.2     	278     	11065	0.657254
1526                    	11:57:30  	506.0                  	-4.7                      	74 	18.0               	070          	74.555931	9.714047	5764         	1058.125  	150.099   	-8.6          	219.5  	31.2     	278     	11083	0.656762
1528                    	11:57:32  	505.5                  	-4.7                      	74 	18.0               	070          	74.555774	9.713990	5771         	1059.160  	149.988   	-8.7          	219.5  	31.2     	278     	11100	0.656277
1530                    	11:57:34  	505.1                  	-4.8                      	74 	17.9               	071          	74.555617	9.713933	5778         	1060.187  	149.885   	-8.7          	218.1  	31.2     	278     	11118	0.655827
1532                    	11:57:36  	504.7                  	-4.8                      	74 	17.9               	071          	74.555464	9.713884	5785         	1061.202  	149.785   	-8.8          	212.7  	31.2     	278     	11135	0.655389
1534                    	11:57:38  	504.2                  	-4.9                      	74 	17.8               	072          	74.555311	9.713836	5792         	1062.217  	149.686   	-8.8          	212.7  	31.2     	278     	11152	0.654941
1536                    	11:57:40  	503.8                  	-4.9                      	74 	17.7               	072          	74.555158	9.713788	5799         	1063.220  	149.589   	-8.9          	209.5  	31.2     	278     	11170	0.654488
1538                    	11:57:42  	503.3                  	-5.0                      	74 	17.6               	072          	74.555005	9.713740	5806         	1064.208  	149.495   	-8.9          	206.2  	31.1     	278     	11187	0.654041
1540                    	11:57:44  	502.9                  	-5.1                      	74 	17.6               	072          	74.554852	9.713692	5813         	1065.188  	149.392   	-8.9          	206.2  	31.1     	278     	11204	0.653560
1542                    	11:57:46  	502.4                  	-5.1                      	74 	17.4               	072          	74.554699	9.713644	5820         	1066.197  	149.286   	-9.0          	213.0  	31.1     	278     	11221	0.653079
1544                    	11:57:48  	501.9                  	-5.2                      	74 	17.3               	073          	74.554546	9.713596	5827         	1067.201  	149.175   	-9.1          	215.7  	31.1     	278     	11238	0.652589
1546                    	11:57:50  	501.5                  	-5.2                      	74 	17.2               	073          	74.554393	9.713548	5834         	1068.222  	149.066   	-9.1          	215.7  	31.1     	278     	11256	0.652091
1548                    	11:57:52  	501.0                  	-5.2                      	74 	17.1               	073          	74.554240	9.713500	5842         	1069.272  	148.954   	-9.1          	220.4  	31.1     	278     	11273	0.651588
1550                    	11:57:54  	500.5                  	-5.3                      	74 	17.1               	073          	74.554087	9.713452	5849         	1070.317  	148.837   	-9.2          	222.4  	31.1     	278     	11291	0.651070
1552                    	11:57:56  	500.1                  	-5.3                      	74 	17.0               	073          	74.553934	9.713404	5856         	1071.361  	148.719   	-9.2          	222.4  	31.1     	278     	11308	0.650547
1554                    	11:57:58  	499.6                  	-5.4                      	74 	17.0               	073          	74.553780	9.713356	5864         	1072.393  	148.605   	-9.3          	217.4  	31.1     	278     	11326	0.650037
1556                    	11:58:00  	499.1                  	-5.4                      	74 	17.0               	073          	74.553627	9.713308	5871         	1073.414  	148.496   	-9.3          	217.3  	31.0     	278     	11343	0.649539
1558                    	11:58:02  	498.7                  	-5.4                      	74 	17.0               	073          	74.553474	9.713260	5878         	1074.463  	148.399   	-9.4          	219.9  	31.0     	278     	11360	0.649082
1560                    	11:58:04  	498.3                  	-5.5                      	74 	17.0               	073          	74.553321	9.713212	5886         	1075.540  	148.298   	-9.4          	223.3  	31.0     	278     	11378	0.648622
1562                    	11:58:06  	497.8                  	-5.5                      	74 	17.0               	073          	74.553162	9.713161	5893         	1076.590  	148.186   	-9.4          	223.3  	31.0     	278     	11396	0.648137
1564                    	11:58:08  	497.4                  	-5.6                      	74 	17.1               	072          	74.552995	9.713106	5900         	1077.609  	148.075   	-9.5          	216.5  	31.0     	278     	11415	0.647643
1566                    	11:58:10  	496.9                  	-5.6                      	74 	17.1               	072          	74.552827	9.713051	5907         	1078.599  	147.966   	-9.5          	208.7  	31.0     	277     	11433	0.647156
