Flight Information:
Launch Date:            	          	                       	Wednesday, 27 October 2021	   	                   	Launch Time: 	         	        	11:32:04     	          	          	End of Ascent:	       	         	01:42:40
Station name:           	          	                       	IIT MADRAS                	   	                   	Serialnumber:	         	        	18000120
Ground Values:
Pressure:               	          	                       	1004.5 hPa                	   	                   	Temperature: 	         	        	29.0 °C      	          	          	Humidity:     	       	         	72 %
Wind direction:         	          	                       	310 °                     	   	                   	Wind speed:  	         	        	6 kn         	          	          	Cloud group:  	       	         	9////
Position:
Longitude:              	          	                       	74.641 °                  	   	                   	Latitude:    	         	        	9.702 °      	          	          	Altitude:     	       	         	34 m
Staff:
Company:                	          	                       	
Operator:               	          	                       	                          	   	                   	
Events:
Highest Point:          	          	                       	19.6 hPa                  	   	                   	25867 m
Tropopauses:            	          	                       	1.: 112.2 hPa             	   	                   	             	         	        	
Max Winds:              	          	                       	1.: 22.6 hPa              	   	                   	             	         	        	
Remarks:

Profile Data:
Time                    	UTC Time  	P                      	T                         	Hu 	Ws                 	Wd           	Long.    	Lat.    	Geopot       	MRI       	RI        	Dewp.         	Rs     	Elevation	Azimuth 	Range	D
[sec]                   	[HH:mm:ss]	[hPa]                  	[°C]                      	[%]	[kn]               	[°]          	[°]      	[°]     	[m]          	          	          	[°C]          	[m/min]	[°]      	[°]     	[m]  	[kg/m3]
0                       	11:32:04  	1007.7                 	29.0                      	72 	6.0                	310          	74.641310	9.701570	34           	267.086   	261.748   	23.4          	0.0    	9.7      	000     	0    	1.162067
2                       	11:32:06  	1004.1                 	28.4                      	74 	6.9                	271          	74.634275	9.703400	34           	266.840   	261.439   	23.4          	13.2   	0.0      	285     	798  	1.160217
4                       	11:32:08  	1002.6                 	28.0                      	75 	6.9                	271          	74.627241	9.705230	46           	268.589   	261.382   	23.1          	343.8  	0.4      	285     	1596 	1.159847
6                       	11:32:10  	1001.4                 	27.7                      	75 	6.9                	268          	74.620206	9.707060	57           	270.354   	261.342   	22.8          	343.8  	0.5      	285     	2394 	1.159653
8                       	11:32:12  	1000.2                 	27.6                      	75 	8.5                	228          	74.613172	9.708890	69           	271.907   	261.137   	22.7          	338.7  	0.6      	285     	3192 	1.158683
10                      	11:32:14  	999.2                  	27.6                      	75 	8.5                	228          	74.606137	9.710720	79           	273.386   	260.936   	22.7          	318.1  	0.6      	285     	3991 	1.157750
12                      	11:32:16  	998.3                  	27.5                      	75 	8.5                	228          	74.599103	9.712550	90           	274.853   	260.738   	22.7          	318.1  	0.6      	285     	4789 	1.156820
14                      	11:32:18  	997.2                  	27.4                      	75 	8.5                	228          	74.592068	9.714380	100          	276.324   	260.561   	22.7          	316.3  	0.7      	285     	5587 	1.155961
16                      	11:32:20  	996.2                  	27.3                      	76 	8.5                	228          	74.591685	9.714543	110          	277.752   	260.388   	22.7          	307.5  	0.8      	285     	5632 	1.155106
18                      	11:32:22  	995.1                  	27.2                      	76 	8.3                	227          	74.591743	9.714595	121          	279.214   	260.233   	22.7          	307.5  	0.9      	285     	5628 	1.154333
20                      	11:32:24  	993.9                  	27.1                      	77 	8.1                	226          	74.591801	9.714647	131          	280.705   	260.044   	22.6          	320.4  	1.0      	285     	5623 	1.153405
22                      	11:32:26  	992.6                  	27.0                      	77 	8.1                	225          	74.591859	9.714699	142          	282.235   	259.816   	22.6          	335.4  	1.1      	285     	5619 	1.152295
24                      	11:32:28  	991.2                  	26.9                      	77 	8.0                	225          	74.591917	9.714751	154          	283.739   	259.577   	22.6          	335.4  	1.2      	285     	5614 	1.151138
26                      	11:32:30  	989.9                  	26.8                      	78 	8.0                	225          	74.591975	9.714803	166          	285.403   	259.341   	22.6          	362.1  	1.3      	285     	5610 	1.149988
28                      	11:32:32  	988.5                  	26.6                      	78 	7.9                	224          	74.592033	9.714855	178          	287.141   	259.117   	22.5          	374.5  	1.5      	285     	5606 	1.148902
30                      	11:32:34  	987.2                  	26.5                      	78 	7.9                	224          	74.592091	9.714907	191          	288.865   	258.878   	22.5          	374.5  	1.6      	285     	5601 	1.147751
32                      	11:32:36  	986.0                  	26.4                      	79 	8.6                	224          	74.592149	9.714959	202          	290.498   	258.674   	22.5          	352.2  	1.7      	285     	5597 	1.146757
34                      	11:32:38  	984.9                  	26.3                      	79 	8.9                	224          	74.592207	9.715011	213          	292.050   	258.483   	22.4          	332.0  	1.8      	285     	5593 	1.145828
36                      	11:32:40  	983.7                  	26.2                      	79 	9.1                	224          	74.592265	9.715063	224          	293.588   	258.295   	22.4          	332.0  	1.9      	286     	5588 	1.144916
38                      	11:32:42  	982.6                  	26.1                      	80 	9.1                	225          	74.592324	9.715115	235          	294.989   	258.079   	22.4          	308.0  	2.0      	286     	5584 	1.143888
40                      	11:32:44  	981.4                  	26.1                      	80 	9.2                	224          	74.592382	9.715167	245          	296.369   	257.857   	22.3          	306.6  	2.1      	286     	5580 	1.142844
42                      	11:32:46  	980.3                  	25.9                      	80 	9.3                	225          	74.592440	9.715219	255          	297.778   	257.680   	22.3          	302.5  	2.3      	286     	5576 	1.141997
44                      	11:32:48  	979.3                  	25.8                      	80 	9.1                	225          	74.592498	9.715272	264          	299.119   	257.545   	22.2          	282.3  	2.3      	286     	5572 	1.141347
46                      	11:32:50  	978.4                  	25.7                      	81 	8.7                	227          	74.592548	9.715320	274          	300.422   	257.373   	22.1          	282.3  	2.4      	286     	5568 	1.140534
48                      	11:32:52  	977.4                  	25.7                      	81 	8.6                	230          	74.592588	9.715364	283          	301.653   	257.175   	22.1          	272.2  	2.5      	286     	5566 	1.139600
50                      	11:32:54  	976.3                  	25.6                      	81 	8.5                	232          	74.592628	9.715408	291          	302.803   	256.959   	22.1          	260.0  	2.6      	286     	5563 	1.138580
52                      	11:32:56  	975.2                  	25.6                      	81 	8.3                	235          	74.592668	9.715452	300          	303.917   	256.723   	22.1          	260.0  	2.7      	286     	5561 	1.137475
54                      	11:32:58  	974.3                  	25.6                      	81 	8.0                	238          	74.592708	9.715496	308          	304.995   	256.513   	22.1          	243.5  	2.8      	286     	5558 	1.136489
56                      	11:33:00  	973.4                  	25.5                      	82 	7.8                	241          	74.592749	9.715541	316          	306.038   	256.332   	22.1          	235.6  	2.9      	286     	5556 	1.135623
58                      	11:33:02  	972.5                  	25.5                      	82 	7.4                	240          	74.592789	9.715585	324          	307.119   	256.172   	22.1          	235.6  	3.0      	286     	5553 	1.134847
60                      	11:33:04  	971.5                  	25.4                      	82 	6.9                	240          	74.592829	9.715629	333          	308.330   	255.971   	22.1          	271.0  	3.1      	286     	5551 	1.133884
62                      	11:33:06  	970.4                  	25.3                      	82 	6.5                	238          	74.592869	9.715673	342          	309.638   	255.772   	22.1          	287.6  	3.2      	286     	5549 	1.132943
64                      	11:33:08  	969.3                  	25.2                      	83 	6.1                	236          	74.592909	9.715717	352          	310.932   	255.558   	22.0          	287.6  	3.3      	286     	5546 	1.131958
66                      	11:33:10  	968.4                  	25.2                      	83 	6.0                	230          	74.592949	9.715761	360          	311.989   	255.359   	22.0          	239.8  	3.4      	286     	5544 	1.131049
68                      	11:33:12  	967.5                  	25.1                      	83 	5.8                	225          	74.592989	9.715805	368          	313.034   	255.164   	22.0          	238.3  	3.4      	287     	5542 	1.130149
70                      	11:33:14  	966.6                  	25.1                      	83 	5.8                	221          	74.593029	9.715849	376          	314.118   	254.960   	22.0          	247.2  	3.5      	287     	5539 	1.129212
72                      	11:33:16  	965.5                  	25.0                      	83 	5.9                	216          	74.593069	9.715893	385          	315.382   	254.749   	21.9          	280.6  	3.6      	287     	5537 	1.128250
74                      	11:33:18  	964.5                  	24.9                      	83 	6.1                	212          	74.593109	9.715937	395          	316.640   	254.547   	21.8          	280.6  	3.7      	287     	5535 	1.127333
76                      	11:33:20  	963.6                  	24.9                      	83 	6.4                	207          	74.593148	9.715982	404          	317.918   	254.380   	21.7          	275.7  	3.8      	287     	5533 	1.126581
78                      	11:33:22  	962.8                  	24.8                      	83 	6.5                	207          	74.593172	9.716038	412          	319.010   	254.216   	21.7          	238.5  	3.9      	287     	5533 	1.125853
80                      	11:33:24  	962.0                  	24.8                      	83 	6.7                	209          	74.593196	9.716094	420          	320.059   	254.025   	21.6          	238.5  	4.0      	287     	5533 	1.125014
82                      	11:33:26  	961.1                  	24.8                      	82 	6.9                	210          	74.593219	9.716150	427          	321.091   	253.800   	21.6          	237.4  	4.1      	287     	5532 	1.124032
84                      	11:33:28  	960.1                  	24.7                      	82 	6.9                	210          	74.593243	9.716206	435          	322.085   	253.570   	21.5          	235.9  	4.1      	287     	5532 	1.123021
86                      	11:33:30  	959.2                  	24.7                      	82 	6.9                	210          	74.593267	9.716262	443          	323.120   	253.365   	21.4          	235.9  	4.2      	287     	5532 	1.122107
88                      	11:33:32  	958.3                  	24.6                      	82 	6.9                	210          	74.593291	9.716317	451          	324.247   	253.189   	21.4          	250.5  	4.3      	287     	5532 	1.121320
90                      	11:33:34  	957.5                  	24.6                      	82 	6.8                	208          	74.593315	9.716373	460          	325.390   	253.013   	21.3          	251.3  	4.4      	287     	5532 	1.120533
92                      	11:33:36  	956.6                  	24.5                      	82 	6.7                	208          	74.593338	9.716429	468          	326.527   	252.847   	21.3          	250.0  	4.5      	287     	5532 	1.119778
94                      	11:33:38  	955.7                  	24.4                      	82 	6.5                	207          	74.593362	9.716485	476          	327.628   	252.677   	21.2          	241.7  	4.6      	287     	5532 	1.118989
96                      	11:33:40  	954.8                  	24.4                      	82 	6.4                	205          	74.593386	9.716541	484          	328.728   	252.505   	21.2          	241.7  	4.7      	287     	5532 	1.118186
98                      	11:33:42  	953.8                  	24.3                      	83 	6.3                	203          	74.593410	9.716597	493          	329.881   	252.323   	21.1          	257.7  	4.7      	288     	5532 	1.117330
100                     	11:33:44  	952.7                  	24.2                      	83 	6.2                	202          	74.593434	9.716652	504          	331.467   	252.119   	21.0          	339.9  	4.9      	288     	5533 	1.116387
102                     	11:33:46  	951.6                  	24.1                      	83 	6.1                	200          	74.593457	9.716708	515          	333.051   	251.929   	21.0          	339.9  	5.0      	288     	5533 	1.115508
104                     	11:33:48  	950.6                  	24.0                      	83 	6.2                	200          	74.593481	9.716764	525          	334.356   	251.758   	20.9          	281.1  	5.1      	288     	5533 	1.114714
106                     	11:33:50  	949.7                  	23.9                      	83 	6.2                	200          	74.593505	9.716820	533          	335.469   	251.599   	20.8          	245.1  	5.2      	288     	5533 	1.113974
108                     	11:33:52  	948.9                  	23.8                      	83 	6.2                	199          	74.593526	9.716882	541          	336.593   	251.436   	20.8          	245.1  	5.2      	288     	5534 	1.113210
110                     	11:33:54  	948.0                  	23.8                      	83 	6.3                	198          	74.593547	9.716948	549          	337.650   	251.284   	20.7          	230.7  	5.3      	288     	5535 	1.112496
112                     	11:33:56  	947.2                  	23.7                      	83 	6.4                	198          	74.593567	9.717014	556          	338.670   	251.127   	20.7          	224.4  	5.4      	288     	5536 	1.111765
114                     	11:33:58  	946.4                  	23.6                      	83 	6.6                	198          	74.593587	9.717079	564          	339.679   	250.958   	20.6          	224.4  	5.5      	288     	5536 	1.110994
116                     	11:34:00  	945.5                  	23.6                      	83 	6.7                	198          	74.593608	9.717145	571          	340.737   	250.792   	20.6          	235.4  	5.6      	288     	5537 	1.110231
118                     	11:34:02  	944.7                  	23.5                      	83 	6.7                	198          	74.593628	9.717211	579          	341.823   	250.622   	20.5          	240.3  	5.6      	288     	5538 	1.109463
120                     	11:34:04  	943.8                  	23.5                      	83 	6.9                	199          	74.593648	9.717277	587          	342.880   	250.438   	20.5          	237.6  	5.7      	288     	5539 	1.108642
122                     	11:34:06  	942.9                  	23.4                      	83 	7.0                	198          	74.593669	9.717342	595          	343.890   	250.256   	20.4          	228.0  	5.8      	288     	5540 	1.107831
124                     	11:34:08  	942.1                  	23.4                      	83 	7.1                	199          	74.593689	9.717408	603          	344.911   	250.083   	20.3          	228.0  	5.9      	289     	5541 	1.107079
126                     	11:34:10  	941.2                  	23.3                      	83 	7.2                	199          	74.593709	9.717474	610          	345.903   	249.882   	20.2          	225.4  	6.0      	289     	5542 	1.106226
128                     	11:34:12  	940.3                  	23.3                      	82 	7.2                	199          	74.593730	9.717540	617          	346.842   	249.659   	20.1          	222.1  	6.0      	289     	5543 	1.105300
130                     	11:34:14  	939.5                  	23.2                      	82 	7.2                	199          	74.593750	9.717605	625          	347.795   	249.451   	19.9          	222.1  	6.1      	289     	5544 	1.104458
132                     	11:34:16  	938.5                  	23.2                      	81 	7.3                	198          	74.593770	9.717671	634          	349.012   	249.223   	19.8          	276.6  	6.2      	289     	5545 	1.103521
134                     	11:34:18  	937.4                  	23.2                      	81 	7.3                	198          	74.593791	9.717737	644          	350.296   	248.936   	19.7          	300.7  	6.3      	289     	5547 	1.102296
136                     	11:34:20  	936.3                  	23.2                      	81 	7.5                	198          	74.593811	9.717803	654          	351.550   	248.621   	19.7          	300.7  	6.4      	289     	5548 	1.100957
138                     	11:34:22  	935.5                  	23.1                      	80 	7.7                	198          	74.593832	9.717870	663          	352.768   	248.426   	19.6          	270.0  	6.5      	289     	5549 	1.100126
140                     	11:34:24  	934.9                  	23.1                      	80 	7.8                	197          	74.593853	9.717940	672          	354.047   	248.292   	19.5          	268.0  	6.6      	289     	5551 	1.099533
142                     	11:34:26  	934.2                  	23.1                      	80 	8.0                	197          	74.593874	9.718010	681          	355.292   	248.155   	19.5          	265.6  	6.7      	289     	5552 	1.098895
144                     	11:34:28  	933.5                  	23.0                      	81 	8.2                	196          	74.593895	9.718079	686          	356.084   	248.021   	19.5          	175.4  	6.7      	289     	5553 	1.098243
146                     	11:34:30  	932.8                  	22.9                      	81 	8.4                	196          	74.593916	9.718149	692          	356.879   	247.905   	19.5          	175.4  	6.8      	289     	5554 	1.097654
148                     	11:34:32  	932.0                  	22.8                      	81 	8.3                	196          	74.593938	9.718219	698          	357.704   	247.789   	19.5          	180.8  	6.9      	290     	5555 	1.097063
150                     	11:34:34  	931.2                  	22.8                      	82 	8.1                	196          	74.593959	9.718289	706          	358.729   	247.668   	19.5          	217.9  	6.9      	290     	5557 	1.096451
152                     	11:34:36  	930.4                  	22.7                      	82 	8.0                	197          	74.593980	9.718358	713          	359.742   	247.534   	19.4          	217.9  	7.0      	290     	5558 	1.095779
154                     	11:34:38  	929.6                  	22.6                      	82 	7.8                	197          	74.594001	9.718428	720          	360.750   	247.396   	19.4          	219.9  	7.1      	290     	5559 	1.095087
156                     	11:34:40  	928.8                  	22.6                      	83 	7.4                	197          	74.594022	9.718498	728          	361.820   	247.257   	19.4          	231.1  	7.2      	290     	5561 	1.094394
158                     	11:34:42  	927.8                  	22.5                      	83 	7.1                	198          	74.594044	9.718568	735          	362.880   	247.108   	19.4          	231.1  	7.2      	290     	5562 	1.093643
160                     	11:34:44  	926.9                  	22.4                      	83 	7.1                	198          	74.594065	9.718638	743          	363.988   	246.960   	19.4          	240.8  	7.3      	290     	5564 	1.092896
162                     	11:34:46  	925.9                  	22.3                      	84 	7.1                	198          	74.594086	9.718707	753          	365.312   	246.793   	19.3          	285.4  	7.4      	290     	5565 	1.092086
164                     	11:34:48  	924.9                  	22.2                      	84 	7.2                	198          	74.594107	9.718777	762          	366.635   	246.609   	19.3          	285.4  	7.5      	290     	5567 	1.091230
166                     	11:34:50  	923.9                  	22.1                      	84 	7.3                	197          	74.594128	9.718847	772          	367.970   	246.421   	19.2          	291.6  	7.6      	290     	5569 	1.090378
168                     	11:34:52  	922.8                  	22.0                      	84 	7.7                	197          	74.594149	9.718917	782          	369.293   	246.189   	19.1          	299.3  	7.7      	290     	5571 	1.089352
170                     	11:34:54  	921.7                  	22.0                      	83 	8.1                	196          	74.594160	9.718987	792          	370.590   	245.916   	19.0          	299.3  	7.8      	290     	5574 	1.088155
172                     	11:34:56  	920.5                  	21.9                      	83 	8.6                	195          	74.594169	9.719058	803          	371.984   	245.630   	19.0          	321.8  	7.9      	291     	5577 	1.086915
174                     	11:34:58  	919.6                  	21.9                      	83 	8.8                	194          	74.594179	9.719128	814          	373.495   	245.399   	18.9          	331.9  	8.0      	291     	5580 	1.085927
176                     	11:35:00  	918.8                  	21.9                      	83 	8.9                	193          	74.594188	9.719199	825          	375.024   	245.185   	18.8          	331.9  	8.1      	291     	5583 	1.085017
178                     	11:35:02  	917.9                  	21.9                      	82 	9.0                	192          	74.594198	9.719270	832          	375.913   	244.975   	18.7          	211.9  	8.2      	291     	5586 	1.084119
180                     	11:35:04  	917.2                  	21.8                      	82 	9.0                	192          	74.594207	9.719340	839          	376.831   	244.794   	18.7          	208.7  	8.3      	291     	5589 	1.083339
182                     	11:35:06  	916.4                  	21.8                      	82 	8.7                	191          	74.594217	9.719411	846          	377.755   	244.619   	18.6          	208.7  	8.3      	291     	5592 	1.082581
184                     	11:35:08  	915.6                  	21.8                      	82 	8.4                	191          	74.594226	9.719481	853          	378.742   	244.445   	18.5          	224.9  	8.4      	291     	5595 	1.081828
186                     	11:35:10  	914.6                  	21.7                      	82 	8.1                	190          	74.594236	9.719552	861          	379.755   	244.232   	18.4          	231.4  	8.5      	291     	5598 	1.080900
188                     	11:35:12  	913.6                  	21.6                      	81 	7.7                	190          	74.594245	9.719623	869          	380.753   	244.021   	18.3          	231.4  	8.6      	291     	5601 	1.079976
190                     	11:35:14  	912.7                  	21.6                      	81 	7.4                	189          	74.594255	9.719693	877          	381.832   	243.814   	18.2          	247.9  	8.6      	291     	5604 	1.079068
192                     	11:35:16  	912.0                  	21.5                      	81 	7.1                	187          	74.594264	9.719764	885          	382.979   	243.626   	18.1          	254.8  	8.7      	291     	5607 	1.078282
194                     	11:35:18  	911.2                  	21.5                      	81 	7.0                	187          	74.594274	9.719835	894          	384.113   	243.425   	18.0          	254.8  	8.8      	291     	5610 	1.077472
196                     	11:35:20  	910.5                  	21.5                      	80 	6.9                	187          	74.594283	9.719905	901          	385.056   	243.207   	17.9          	221.0  	8.9      	291     	5613 	1.076591
198                     	11:35:22  	909.8                  	21.6                      	80 	6.9                	186          	74.594293	9.719976	908          	385.872   	242.939   	17.9          	206.2  	9.0      	292     	5616 	1.075491
200                     	11:35:24  	909.1                  	21.7                      	79 	7.0                	185          	74.594299	9.720046	915          	386.657   	242.657   	17.9          	206.2  	9.0      	292     	5619 	1.074320
202                     	11:35:26  	908.4                  	21.8                      	79 	7.0                	185          	74.594306	9.720116	922          	387.471   	242.403   	17.9          	202.2  	9.1      	292     	5622 	1.073276
204                     	11:35:28  	907.7                  	21.8                      	78 	7.1                	184          	74.594312	9.720186	928          	388.296   	242.191   	17.8          	200.0  	9.1      	292     	5626 	1.072424
206                     	11:35:30  	907.1                  	21.8                      	78 	7.2                	184          	74.594319	9.720257	935          	389.160   	242.004   	17.7          	200.0  	9.2      	292     	5629 	1.071665
208                     	11:35:32  	906.2                  	21.7                      	77 	7.3                	184          	74.594325	9.720327	942          	390.126   	241.808   	17.6          	221.1  	9.3      	292     	5632 	1.070826
210                     	11:35:34  	905.4                  	21.7                      	77 	7.4                	184          	74.594332	9.720397	950          	391.104   	241.624   	17.5          	222.1  	9.4      	292     	5636 	1.070020
212                     	11:35:36  	904.6                  	21.6                      	77 	7.5                	184          	74.594338	9.720467	957          	392.097   	241.440   	17.5          	224.0  	9.4      	292     	5639 	1.069219
214                     	11:35:38  	903.9                  	21.6                      	77 	7.5                	184          	74.594344	9.720538	965          	393.121   	241.271   	17.4          	230.0  	9.5      	292     	5643 	1.068499
216                     	11:35:40  	903.2                  	21.6                      	77 	7.6                	185          	74.594351	9.720608	972          	394.154   	241.094   	17.3          	230.0  	9.6      	292     	5646 	1.067755
218                     	11:35:42  	902.5                  	21.6                      	76 	7.7                	185          	74.594357	9.720678	980          	395.117   	240.911   	17.2          	219.9  	9.6      	292     	5650 	1.066979
220                     	11:35:44  	901.7                  	21.5                      	76 	7.7                	185          	74.594364	9.720748	987          	396.035   	240.731   	17.2          	208.3  	9.7      	292     	5653 	1.066199
222                     	11:35:46  	901.0                  	21.5                      	76 	7.6                	185          	74.594370	9.720818	993          	396.940   	240.553   	17.1          	208.3  	9.8      	292     	5657 	1.065428
224                     	11:35:48  	900.3                  	21.5                      	76 	7.6                	185          	74.594377	9.720889	1000         	397.830   	240.375   	17.1          	203.4  	9.8      	293     	5660 	1.064654
226                     	11:35:50  	899.6                  	21.5                      	76 	7.6                	185          	74.594383	9.720959	1007         	398.709   	240.202   	17.0          	201.2  	9.9      	293     	5663 	1.063893
228                     	11:35:52  	898.9                  	21.4                      	76 	7.6                	186          	74.594389	9.721029	1014         	399.597   	240.038   	17.0          	201.2  	10.0     	293     	5667 	1.063151
230                     	11:35:54  	898.2                  	21.4                      	76 	7.6                	186          	74.594392	9.721102	1020         	400.524   	239.882   	17.0          	206.4  	10.0     	293     	5671 	1.062422
232                     	11:35:56  	897.4                  	21.4                      	76 	7.6                	186          	74.594393	9.721177	1027         	401.454   	239.729   	17.0          	208.6  	10.1     	293     	5675 	1.061692
234                     	11:35:58  	896.7                  	21.3                      	76 	7.7                	185          	74.594395	9.721251	1034         	402.410   	239.586   	17.0          	208.6  	10.1     	293     	5679 	1.060998
236                     	11:36:00  	896.0                  	21.3                      	77 	7.7                	185          	74.594396	9.721326	1041         	403.352   	239.460   	17.0          	205.4  	10.2     	293     	5684 	1.060379
238                     	11:36:02  	895.3                  	21.2                      	77 	7.7                	185          	74.594397	9.721400	1048         	404.314   	239.338   	17.0          	205.2  	10.3     	293     	5688 	1.059778
240                     	11:36:04  	894.6                  	21.2                      	77 	7.8                	184          	74.594398	9.721475	1055         	405.268   	239.209   	17.0          	206.3  	10.3     	293     	5692 	1.059148
242                     	11:36:06  	893.9                  	21.1                      	77 	7.9                	184          	74.594399	9.721549	1062         	406.216   	239.058   	17.0          	211.2  	10.4     	293     	5697 	1.058428
244                     	11:36:08  	893.1                  	21.1                      	78 	7.9                	184          	74.594400	9.721624	1069         	407.172   	238.915   	17.0          	211.2  	10.5     	293     	5701 	1.057751
246                     	11:36:10  	892.4                  	21.0                      	78 	8.0                	183          	74.594402	9.721698	1076         	408.155   	238.783   	16.9          	212.0  	10.5     	293     	5705 	1.057121
248                     	11:36:12  	891.7                  	20.9                      	78 	8.0                	183          	74.594403	9.721773	1083         	409.144   	238.657   	16.9          	213.0  	10.6     	293     	5710 	1.056521
250                     	11:36:14  	891.0                  	20.9                      	78 	8.1                	182          	74.594404	9.721848	1090         	410.125   	238.524   	16.9          	213.0  	10.7     	294     	5714 	1.055892
252                     	11:36:16  	890.3                  	20.8                      	78 	8.1                	182          	74.594405	9.721922	1097         	411.067   	238.398   	16.8          	204.6  	10.7     	294     	5719 	1.055302
254                     	11:36:18  	889.6                  	20.7                      	78 	8.1                	181          	74.594406	9.721997	1104         	411.994   	238.274   	16.8          	199.7  	10.8     	294     	5723 	1.054717
256                     	11:36:20  	888.9                  	20.7                      	78 	8.1                	180          	74.594408	9.722071	1110         	412.896   	238.139   	16.8          	199.7  	10.8     	294     	5727 	1.054088
258                     	11:36:22  	888.2                  	20.6                      	78 	8.1                	180          	74.594409	9.722146	1117         	413.832   	237.992   	16.7          	204.6  	10.9     	294     	5732 	1.053403
260                     	11:36:24  	887.5                  	20.6                      	78 	8.1                	179          	74.594403	9.722219	1124         	414.758   	237.850   	16.7          	206.7  	11.0     	294     	5737 	1.052750
262                     	11:36:26  	886.8                  	20.5                      	78 	8.1                	179          	74.594390	9.722292	1131         	415.706   	237.715   	16.6          	206.7  	11.0     	294     	5743 	1.052140
264                     	11:36:28  	886.1                  	20.5                      	78 	8.0                	178          	74.594378	9.722365	1138         	416.668   	237.563   	16.6          	211.1  	11.1     	294     	5748 	1.051462
266                     	11:36:30  	885.3                  	20.4                      	78 	7.9                	177          	74.594366	9.722438	1145         	417.597   	237.392   	16.5          	211.4  	11.1     	294     	5754 	1.050706
268                     	11:36:32  	884.6                  	20.4                      	78 	7.9                	176          	74.594354	9.722510	1152         	418.527   	237.224   	16.5          	210.3  	11.2     	294     	5760 	1.049959
270                     	11:36:34  	884.0                  	20.4                      	78 	7.8                	174          	74.594342	9.722583	1159         	419.474   	237.087   	16.4          	205.5  	11.3     	294     	5766 	1.049360
272                     	11:36:36  	883.3                  	20.3                      	78 	7.8                	173          	74.594330	9.722656	1165         	420.411   	236.957   	16.3          	205.5  	11.3     	294     	5772 	1.048802
274                     	11:36:38  	882.6                  	20.3                      	78 	7.8                	173          	74.594317	9.722729	1172         	421.313   	236.807   	16.2          	199.2  	11.4     	294     	5777 	1.048170
276                     	11:36:40  	881.9                  	20.2                      	77 	7.7                	172          	74.594305	9.722802	1179         	422.158   	236.631   	16.2          	196.4  	11.4     	294     	5783 	1.047426
278                     	11:36:42  	881.2                  	20.2                      	77 	7.8                	171          	74.594293	9.722874	1185         	423.006   	236.443   	16.1          	196.4  	11.5     	295     	5789 	1.046629
280                     	11:36:44  	880.5                  	20.2                      	77 	7.8                	170          	74.594281	9.722947	1192         	423.901   	236.238   	16.0          	210.6  	11.5     	295     	5795 	1.045759
282                     	11:36:46  	879.7                  	20.2                      	77 	7.8                	170          	74.594269	9.723020	1199         	424.820   	236.028   	16.0          	217.5  	11.6     	295     	5801 	1.044870
284                     	11:36:48  	878.8                  	20.2                      	76 	7.8                	169          	74.594256	9.723093	1207         	425.763   	235.824   	15.9          	217.5  	11.7     	295     	5807 	1.044014
286                     	11:36:50  	878.0                  	20.1                      	76 	7.9                	169          	74.594244	9.723166	1215         	426.836   	235.625   	15.8          	243.1  	11.7     	295     	5813 	1.043165
288                     	11:36:52  	877.2                  	20.1                      	76 	8.0                	169          	74.594232	9.723238	1223         	427.936   	235.422   	15.7          	248.1  	11.8     	295     	5819 	1.042287
290                     	11:36:54  	876.4                  	20.1                      	76 	8.1                	169          	74.594216	9.723313	1231         	429.016   	235.215   	15.7          	248.1  	11.9     	295     	5826 	1.041380
292                     	11:36:56  	875.7                  	20.1                      	76 	8.1                	169          	74.594196	9.723390	1239         	430.072   	235.031   	15.6          	237.0  	11.9     	295     	5833 	1.040562
294                     	11:36:58  	874.9                  	20.0                      	76 	8.2                	170          	74.594175	9.723468	1247         	431.150   	234.868   	15.6          	236.6  	12.0     	295     	5840 	1.039832
296                     	11:37:00  	874.2                  	20.0                      	76 	8.3                	170          	74.594155	9.723545	1255         	432.212   	234.721   	15.5          	231.5  	12.1     	295     	5847 	1.039166
298                     	11:37:02  	873.5                  	19.9                      	76 	8.3                	170          	74.594135	9.723622	1262         	433.185   	234.580   	15.5          	210.7  	12.1     	295     	5854 	1.038520
300                     	11:37:04  	872.8                  	19.9                      	76 	8.3                	170          	74.594114	9.723699	1269         	434.138   	234.434   	15.5          	210.7  	12.2     	295     	5861 	1.037847
302                     	11:37:06  	872.0                  	19.8                      	76 	8.5                	169          	74.594094	9.723776	1276         	435.095   	234.292   	15.4          	209.9  	12.2     	295     	5868 	1.037187
304                     	11:37:08  	871.3                  	19.8                      	76 	8.5                	168          	74.594073	9.723854	1282         	436.031   	234.145   	15.4          	209.0  	12.3     	295     	5875 	1.036508
306                     	11:37:10  	870.6                  	19.7                      	76 	8.5                	168          	74.594053	9.723931	1289         	436.974   	233.989   	15.4          	209.0  	12.3     	296     	5882 	1.035799
308                     	11:37:12  	869.9                  	19.7                      	76 	8.5                	167          	74.594033	9.724008	1297         	437.927   	233.827   	15.3          	214.0  	12.4     	296     	5889 	1.035072
310                     	11:37:14  	869.2                  	19.6                      	76 	8.7                	166          	74.594012	9.724085	1304         	438.905   	233.675   	15.3          	216.0  	12.4     	296     	5896 	1.034383
312                     	11:37:16  	868.4                  	19.6                      	76 	8.7                	165          	74.593992	9.724163	1311         	439.890   	233.529   	15.2          	216.0  	12.5     	296     	5904 	1.033715
314                     	11:37:18  	867.7                  	19.5                      	76 	8.7                	165          	74.593972	9.724240	1318         	440.865   	233.390   	15.2          	213.2  	12.6     	296     	5911 	1.033074
