Flight Information:
Launch Date:            	          	                       	Tuesday, 26 October 2021	   	                   	Launch Time: 	         	        	11:24:15    	          	          	End of Ascent:	       	         	01:23:28
Station name:           	          	                       	IIT MADRAS              	   	                   	Serialnumber:	         	        	18000131
Ground Values:
Pressure:               	          	                       	1003.7 hPa              	   	                   	Temperature: 	         	        	8.2 °C      	          	          	Humidity:     	       	         	73 %
Wind direction:         	          	                       	0 °                     	   	                   	Wind speed:  	         	        	0 kn        	          	          	Cloud group:  	       	         	9////
Position:
Longitude:              	          	                       	74.838 °                	   	                   	Latitude:    	         	        	9.422 °     	          	          	Altitude:     	       	         	34 m
Staff:
Company:                	          	                       	
Operator:               	          	                       	                        	   	                   	
Events:
Highest Point:          	          	                       	17.4 hPa                	   	                   	27373 m
Tropopauses:            	          	                       	1.: 107.6 hPa           	   	                   	             	         	        	
Max Winds:              	          	                       	1.: 17.3 hPa            	   	                   	             	         	        	
Remarks:

Profile Data:
Time                    	UTC Time  	P                      	T                       	Hu 	Ws                 	Wd           	Long.    	Lat.    	Geopot      	MRI       	RI        	Dewp.         	Rs     	Elevation	Azimuth 	Range	D
[sec]                   	[HH:mm:ss]	[hPa]                  	[°C]                    	[%]	[kn]               	[°]          	[°]      	[°]     	[m]         	          	          	[°C]          	[m/min]	[°]      	[°]     	[m]  	[kg/m3]
0                       	11:24:15  	1003.7                 	8.2                     	73 	0.0                	360          	74.838390	9.421820	34          	285.606   	280.268   	3.7           	0.0    	9.4      	000     	0    	1.242987
2                       	11:24:17  	1001.3                 	9.0                     	75 	8.3                	006          	74.845358	9.403259	28          	283.223   	278.906   	4.9           	-194.5 	-0.2     	160     	2191 	1.236479
4                       	11:24:19  	998.9                  	9.8                     	77 	8.3                	006          	74.852326	9.384699	40          	283.846   	277.535   	5.9           	381.8  	0.1      	160     	4382 	1.230105
6                       	11:24:21  	997.8                  	10.6                    	78 	8.2                	004          	74.859294	9.366138	55          	285.151   	276.469   	6.8           	451.6  	0.2      	160     	6573 	1.225246
8                       	11:24:23  	996.7                  	11.4                    	78 	7.6                	323          	74.866262	9.347578	70          	286.444   	275.407   	7.8           	451.6  	0.2      	160     	8764 	1.220409
10                      	11:24:25  	995.5                  	12.2                    	79 	7.6                	323          	74.873230	9.329017	85          	287.748   	274.340   	8.7           	451.6  	0.2      	160     	10955	1.215535
12                      	11:24:27  	994.3                  	13.0                    	80 	7.6                	323          	74.880198	9.310457	100         	289.055   	273.277   	9.6           	451.6  	0.2      	160     	13146	1.210689
14                      	11:24:29  	993.1                  	13.8                    	81 	7.6                	323          	74.887166	9.291896	115         	290.235   	272.212   	10.6          	431.6  	0.2      	160     	15337	1.205843
16                      	11:24:31  	991.8                  	14.6                    	81 	7.6                	323          	74.888113	9.289408	129         	291.360   	271.138   	11.5          	419.7  	0.3      	160     	15631	1.200958
18                      	11:24:33  	990.6                  	15.4                    	82 	7.6                	323          	74.888158	9.289327	143         	292.491   	270.072   	12.4          	419.7  	0.3      	160     	15641	1.196100
20                      	11:24:35  	989.3                  	16.2                    	83 	8.6                	324          	74.888203	9.289246	155         	293.430   	269.017   	13.3          	380.1  	0.4      	160     	15651	1.191297
22                      	11:24:37  	988.1                  	17.0                    	84 	9.2                	324          	74.888248	9.289165	167         	294.255   	267.974   	14.3          	357.7  	0.4      	160     	15662	1.186551
24                      	11:24:39  	986.9                  	17.8                    	85 	9.4                	324          	74.888293	9.289084	179         	295.086   	266.936   	15.2          	357.7  	0.5      	160     	15672	1.181831
26                      	11:24:41  	985.7                  	18.6                    	85 	9.7                	324          	74.888337	9.289003	190         	295.771   	265.910   	16.1          	326.1  	0.5      	160     	15682	1.177164
28                      	11:24:43  	984.5                  	19.4                    	86 	9.7                	324          	74.888382	9.288922	200         	296.450   	264.893   	17.0          	322.2  	0.5      	160     	15692	1.172534
30                      	11:24:45  	983.3                  	20.2                    	87 	10.5               	324          	74.888427	9.288841	211         	297.120   	263.883   	18.0          	322.2  	0.6      	160     	15703	1.167930
32                      	11:24:47  	982.1                  	21.0                    	88 	10.6               	327          	74.888472	9.288760	222         	297.794   	262.861   	18.9          	324.4  	0.6      	159     	15713	1.163275
34                      	11:24:49  	980.9                  	21.8                    	89 	10.7               	329          	74.888517	9.288679	233         	298.472   	261.844   	19.9          	324.5  	0.7      	159     	15723	1.158635
36                      	11:24:51  	979.6                  	22.6                    	89 	10.8               	330          	74.888562	9.288598	244         	299.258   	260.824   	20.8          	345.7  	0.7      	159     	15733	1.154000
38                      	11:24:53  	978.1                  	23.4                    	90 	10.9               	331          	74.888606	9.288517	256         	300.097   	259.748   	21.7          	364.5  	0.7      	159     	15744	1.149174
40                      	11:24:55  	976.7                  	24.2                    	90 	10.9               	332          	74.888651	9.288436	269         	300.922   	258.673   	22.5          	364.5  	0.8      	159     	15754	1.144375
42                      	11:24:57  	975.3                  	24.8                    	90 	11.0               	332          	74.888696	9.288355	281         	301.981   	257.739   	23.0          	378.5  	0.8      	159     	15764	1.140359
44                      	11:24:59  	974.1                  	24.8                    	88 	10.9               	333          	74.888741	9.288274	294         	303.681   	257.445   	22.7          	382.5  	0.9      	159     	15775	1.139259
46                      	11:25:01  	972.8                  	24.8                    	87 	10.7               	334          	74.888760	9.288203	307         	305.309   	257.063   	22.5          	382.5  	0.9      	159     	15783	1.137756
48                      	11:25:03  	971.7                  	24.9                    	86 	10.5               	337          	74.888770	9.288136	317         	306.461   	256.598   	22.4          	308.8  	1.0      	159     	15791	1.135897
50                      	11:25:05  	970.6                  	25.0                    	85 	10.4               	340          	74.888781	9.288069	327         	307.579   	256.162   	22.3          	299.1  	1.0      	159     	15798	1.134161
52                      	11:25:07  	969.4                  	25.0                    	84 	10.3               	342          	74.888791	9.288003	337         	308.817   	255.830   	22.2          	299.1  	1.0      	159     	15806	1.132848
54                      	11:25:09  	968.2                  	25.0                    	84 	10.1               	344          	74.888802	9.287936	347         	310.031   	255.474   	22.1          	299.1  	1.1      	159     	15813	1.131369
56                      	11:25:11  	967.0                  	25.0                    	83 	10.0               	347          	74.888812	9.287869	358         	311.423   	255.154   	22.0          	328.1  	1.1      	159     	15821	1.129980
58                      	11:25:13  	965.7                  	24.9                    	83 	9.8                	349          	74.888822	9.287802	369         	312.913   	254.902   	21.9          	332.4  	1.1      	160     	15828	1.128805
60                      	11:25:15  	964.5                  	24.8                    	83 	9.4                	351          	74.888833	9.287735	380         	314.426   	254.688   	21.8          	332.1  	1.2      	160     	15836	1.127830
62                      	11:25:17  	963.3                  	24.7                    	83 	9.0                	354          	74.888843	9.287668	391         	315.950   	254.469   	21.7          	330.7  	1.2      	160     	15843	1.126870
64                      	11:25:19  	962.1                  	24.7                    	83 	8.5                	355          	74.888853	9.287601	402         	317.348   	254.140   	21.6          	330.7  	1.3      	160     	15851	1.125458
66                      	11:25:21  	960.8                  	24.7                    	83 	8.2                	355          	74.888864	9.287534	413         	318.739   	253.772   	21.5          	334.8  	1.3      	160     	15859	1.123886
68                      	11:25:23  	959.5                  	24.7                    	82 	7.9                	356          	74.888874	9.287467	424         	320.197   	253.456   	21.4          	341.2  	1.3      	160     	15866	1.122561
70                      	11:25:25  	958.2                  	24.6                    	81 	7.6                	356          	74.888885	9.287400	435         	321.709   	253.179   	21.2          	341.2  	1.4      	160     	15874	1.121416
72                      	11:25:27  	957.0                  	24.5                    	81 	7.1                	355          	74.888895	9.287333	447         	323.223   	252.902   	21.0          	341.1  	1.4      	160     	15882	1.120250
74                      	11:25:29  	955.8                  	24.5                    	81 	6.5                	355          	74.888905	9.287266	458         	324.695   	252.601   	21.0          	341.0  	1.5      	160     	15889	1.118912
76                      	11:25:31  	954.6                  	24.5                    	81 	6.0                	354          	74.888916	9.287199	469         	326.140   	252.256   	21.0          	341.0  	1.5      	160     	15897	1.117362
78                      	11:25:33  	953.2                  	24.5                    	81 	5.5                	354          	74.888949	9.287150	482         	327.723   	251.924   	21.0          	365.6  	1.5      	160     	15904	1.115868
80                      	11:25:35  	951.8                  	24.4                    	81 	5.2                	353          	74.888989	9.287105	494         	329.381   	251.650   	20.9          	368.6  	1.6      	160     	15910	1.114628
82                      	11:25:37  	950.5                  	24.3                    	81 	5.0                	352          	74.889029	9.287061	506         	331.055   	251.393   	20.8          	368.4  	1.6      	160     	15917	1.113434
84                      	11:25:39  	949.2                  	24.2                    	81 	4.9                	349          	74.889069	9.287016	518         	332.691   	251.114   	20.8          	367.0  	1.7      	160     	15923	1.112127
86                      	11:25:41  	947.9                  	24.2                    	81 	4.9                	345          	74.889109	9.286972	530         	334.333   	250.840   	20.8          	367.0  	1.7      	160     	15930	1.110866
88                      	11:25:43  	946.7                  	24.1                    	81 	4.9                	340          	74.889148	9.286927	543         	335.993   	250.585   	20.7          	364.6  	1.8      	160     	15936	1.109725
90                      	11:25:45  	945.5                  	24.0                    	81 	5.0                	334          	74.889188	9.286883	554         	337.542   	250.328   	20.6          	346.8  	1.8      	159     	15943	1.108592
92                      	11:25:47  	944.3                  	23.9                    	81 	5.2                	330          	74.889228	9.286838	566         	339.112   	250.077   	20.5          	346.8  	1.8      	159     	15949	1.107474
94                      	11:25:49  	943.1                  	23.9                    	81 	5.5                	327          	74.889268	9.286794	577         	340.657   	249.833   	20.4          	341.5  	1.9      	159     	15956	1.106379
96                      	11:25:51  	941.9                  	23.8                    	81 	5.8                	324          	74.889308	9.286749	588         	342.178   	249.610   	20.3          	333.8  	1.9      	159     	15962	1.105375
98                      	11:25:53  	940.7                  	23.6                    	81 	6.2                	321          	74.889348	9.286705	599         	343.688   	249.378   	20.2          	333.8  	2.0      	159     	15969	1.104338
100                     	11:25:55  	939.4                  	23.6                    	81 	6.7                	317          	74.889388	9.286660	610         	345.175   	249.106   	20.1          	336.2  	2.0      	159     	15976	1.103121
102                     	11:25:57  	938.2                  	23.5                    	81 	7.1                	314          	74.889427	9.286616	622         	346.779   	248.842   	20.0          	354.9  	2.0      	159     	15982	1.101928
104                     	11:25:59  	936.9                  	23.4                    	81 	7.4                	312          	74.889467	9.286571	634         	348.353   	248.563   	20.0          	354.9  	2.1      	159     	15989	1.100671
106                     	11:26:01  	935.5                  	23.4                    	81 	7.6                	311          	74.889507	9.286527	646         	349.922   	248.264   	19.9          	356.9  	2.1      	159     	15995	1.099327
108                     	11:26:03  	934.2                  	23.3                    	81 	7.6                	310          	74.889550	9.286484	658         	351.559   	247.971   	19.8          	367.9  	2.2      	159     	16002	1.098006
110                     	11:26:05  	933.0                  	23.2                    	81 	7.7                	310          	74.889597	9.286442	670         	353.212   	247.708   	19.8          	367.9  	2.2      	159     	16008	1.096816
112                     	11:26:07  	931.8                  	23.2                    	81 	7.5                	310          	74.889644	9.286401	682         	354.829   	247.441   	19.7          	360.9  	2.3      	159     	16015	1.095590
114                     	11:26:09  	930.6                  	23.1                    	81 	7.2                	311          	74.889691	9.286360	693         	356.202   	247.165   	19.7          	312.9  	2.3      	159     	16022	1.094323
116                     	11:26:11  	929.4                  	23.1                    	81 	7.1                	310          	74.889739	9.286319	703         	357.583   	246.913   	19.7          	312.9  	2.3      	159     	16028	1.093173
118                     	11:26:13  	928.3                  	23.0                    	81 	6.7                	312          	74.889786	9.286278	714         	358.972   	246.654   	19.6          	316.1  	2.4      	159     	16035	1.092015
120                     	11:26:15  	927.1                  	23.0                    	81 	6.4                	313          	74.889833	9.286237	724         	360.366   	246.384   	19.6          	317.9  	2.4      	159     	16041	1.090820
122                     	11:26:17  	925.8                  	23.0                    	81 	6.2                	314          	74.889880	9.286196	735         	361.698   	246.051   	19.5          	317.9  	2.4      	159     	16048	1.089341
124                     	11:26:19  	924.4                  	22.9                    	81 	6.1                	315          	74.889927	9.286155	747         	363.294   	245.717   	19.5          	369.0  	2.5      	159     	16054	1.087851
126                     	11:26:21  	923.1                  	22.9                    	81 	6.1                	315          	74.889974	9.286114	760         	364.957   	245.402   	19.4          	376.8  	2.5      	159     	16061	1.086453
128                     	11:26:23  	921.8                  	22.8                    	81 	5.9                	315          	74.890021	9.286073	772         	366.670   	245.136   	19.3          	377.3  	2.6      	159     	16068	1.085275
130                     	11:26:25  	920.6                  	22.7                    	81 	6.0                	314          	74.890068	9.286032	785         	368.398   	244.886   	19.2          	379.9  	2.6      	159     	16074	1.084151
132                     	11:26:27  	919.4                  	22.6                    	81 	6.2                	312          	74.890115	9.285990	797         	370.140   	244.634   	19.1          	379.9  	2.7      	159     	16081	1.082997
134                     	11:26:29  	918.1                  	22.6                    	81 	6.5                	311          	74.890162	9.285949	810         	371.863   	244.379   	19.1          	377.5  	2.7      	159     	16088	1.081807
136                     	11:26:31  	916.8                  	22.5                    	81 	6.8                	310          	74.890209	9.285908	822         	373.492   	244.124   	19.0          	359.4  	2.7      	159     	16094	1.080616
138                     	11:26:33  	915.5                  	22.4                    	81 	7.2                	309          	74.890269	9.285862	834         	375.120   	243.868   	19.0          	359.4  	2.8      	159     	16102	1.079430
140                     	11:26:35  	914.2                  	22.3                    	81 	7.6                	309          	74.890342	9.285811	846         	376.769   	243.617   	18.9          	363.3  	2.8      	159     	16111	1.078261
142                     	11:26:37  	913.0                  	22.2                    	82 	8.0                	308          	74.890415	9.285760	859         	378.620   	243.381   	18.9          	400.3  	2.9      	159     	16120	1.077151
144                     	11:26:39  	911.6                  	22.1                    	82 	8.1                	309          	74.890489	9.285708	872         	380.468   	243.140   	18.8          	400.3  	2.9      	159     	16129	1.076020
146                     	11:26:41  	910.3                  	21.9                    	82 	8.2                	309          	74.890562	9.285657	885         	382.287   	242.903   	18.7          	390.1  	3.0      	159     	16137	1.074898
148                     	11:26:43  	909.0                  	21.8                    	82 	8.5                	309          	74.890635	9.285606	898         	384.011   	242.664   	18.6          	375.4  	3.0      	159     	16146	1.073766
150                     	11:26:45  	907.8                  	21.7                    	82 	8.7                	309          	74.890709	9.285554	910         	385.752   	242.442   	18.6          	375.4  	3.0      	159     	16155	1.072710
152                     	11:26:47  	906.6                  	21.6                    	83 	9.0                	309          	74.890782	9.285503	922         	387.393   	242.215   	18.5          	358.5  	3.1      	159     	16164	1.071635
154                     	11:26:49  	905.3                  	21.5                    	83 	9.3                	309          	74.890855	9.285452	934         	388.987   	241.988   	18.5          	348.4  	3.1      	159     	16173	1.070561
156                     	11:26:51  	904.1                  	21.4                    	83 	9.5                	308          	74.890929	9.285400	945         	390.599   	241.763   	18.4          	348.4  	3.2      	159     	16182	1.069510
158                     	11:26:53  	902.9                  	21.3                    	83 	9.6                	307          	74.891002	9.285349	957         	392.207   	241.534   	18.3          	351.5  	3.2      	159     	16190	1.068432
160                     	11:26:55  	901.7                  	21.2                    	83 	9.7                	307          	74.891075	9.285298	969         	393.800   	241.275   	18.3          	353.4  	3.2      	159     	16199	1.067212
162                     	11:26:57  	900.3                  	21.2                    	84 	9.7                	306          	74.891149	9.285246	981         	395.353   	240.991   	18.3          	353.4  	3.3      	159     	16208	1.065878
164                     	11:26:59  	899.0                  	21.1                    	84 	9.8                	305          	74.891222	9.285195	994         	397.154   	240.719   	18.3          	394.9  	3.3      	159     	16217	1.064593
166                     	11:27:01  	897.6                  	21.0                    	84 	10.0               	304          	74.891295	9.285144	1007        	398.977   	240.454   	18.2          	399.0  	3.4      	159     	16226	1.063341
168                     	11:27:03  	896.2                  	20.9                    	85 	10.0               	303          	74.891369	9.285095	1020        	400.803   	240.192   	18.2          	398.9  	3.4      	159     	16235	1.062109
170                     	11:27:05  	894.8                  	20.8                    	85 	9.9                	302          	74.891444	9.285051	1033        	402.592   	239.909   	18.1          	397.1  	3.5      	159     	16243	1.060779
172                     	11:27:07  	893.4                  	20.7                    	85 	9.9                	302          	74.891518	9.285007	1047        	404.368   	239.596   	18.1          	397.1  	3.5      	159     	16251	1.059332
174                     	11:27:09  	892.0                  	20.6                    	85 	9.9                	302          	74.891593	9.284963	1060        	406.103   	239.275   	18.0          	395.2  	3.6      	159     	16260	1.057870
176                     	11:27:11  	890.6                  	20.6                    	85 	9.8                	301          	74.891667	9.284919	1073        	407.810   	238.972   	18.0          	384.0  	3.6      	159     	16268	1.056504
178                     	11:27:13  	889.3                  	20.5                    	85 	9.7                	301          	74.891742	9.284874	1085        	409.549   	238.702   	17.9          	384.0  	3.6      	159     	16276	1.055298
180                     	11:27:15  	888.1                  	20.4                    	85 	9.6                	301          	74.891816	9.284830	1098        	411.204   	238.426   	17.8          	368.4  	3.7      	159     	16285	1.054059
182                     	11:27:17  	886.8                  	20.3                    	85 	9.6                	301          	74.891891	9.284786	1109        	412.738   	238.154   	17.7          	344.7  	3.7      	159     	16293	1.052830
184                     	11:27:19  	885.5                  	20.2                    	85 	9.6                	301          	74.891965	9.284742	1120        	414.278   	237.888   	17.6          	344.7  	3.8      	159     	16301	1.051635
186                     	11:27:21  	884.2                  	20.2                    	85 	9.4                	301          	74.892040	9.284698	1132        	415.859   	237.616   	17.5          	353.9  	3.8      	159     	16310	1.050401
188                     	11:27:23  	883.0                  	20.1                    	85 	9.3                	301          	74.892114	9.284654	1144        	417.479   	237.353   	17.5          	359.1  	3.8      	159     	16318	1.049189
190                     	11:27:25  	881.8                  	20.0                    	85 	9.3                	300          	74.892189	9.284610	1156        	419.098   	237.104   	17.4          	359.1  	3.9      	159     	16326	1.048031
192                     	11:27:27  	880.6                  	19.9                    	85 	9.2                	301          	74.892263	9.284566	1168        	420.707   	236.860   	17.4          	351.5  	3.9      	159     	16335	1.046890
194                     	11:27:29  	879.5                  	19.9                    	86 	9.1                	301          	74.892338	9.284521	1179        	422.292   	236.624   	17.4          	350.6  	4.0      	159     	16343	1.045787
196                     	11:27:31  	878.3                  	19.8                    	86 	9.1                	301          	74.892412	9.284477	1191        	423.899   	236.394   	17.3          	350.7  	4.0      	159     	16351	1.044721
198                     	11:27:33  	877.2                  	19.7                    	86 	9.1                	301          	74.892486	9.284434	1203        	425.523   	236.165   	17.3          	351.7  	4.0      	159     	16360	1.043659
200                     	11:27:35  	876.0                  	19.6                    	86 	9.1                	301          	74.892550	9.284396	1215        	427.109   	235.915   	17.2          	351.7  	4.1      	159     	16367	1.042509
202                     	11:27:37  	874.7                  	19.5                    	86 	9.0                	301          	74.892614	9.284357	1227        	428.747   	235.653   	17.1          	362.3  	4.1      	159     	16374	1.041321
204                     	11:27:39  	873.5                  	19.5                    	86 	9.0                	301          	74.892678	9.284319	1239        	430.442   	235.385   	17.1          	377.2  	4.2      	159     	16382	1.040102
206                     	11:27:41  	872.3                  	19.4                    	86 	9.0                	302          	74.892742	9.284280	1252        	432.145   	235.110   	17.0          	377.2  	4.2      	159     	16389	1.038854
208                     	11:27:43  	871.0                  	19.4                    	86 	9.0                	303          	74.892806	9.284242	1264        	433.875   	234.830   	16.9          	385.4  	4.2      	159     	16397	1.037587
210                     	11:27:45  	869.8                  	19.3                    	86 	9.0                	304          	74.892870	9.284203	1277        	435.632   	234.546   	16.9          	390.1  	4.3      	159     	16404	1.036303
212                     	11:27:47  	868.6                  	19.2                    	86 	9.1                	304          	74.892934	9.284165	1290        	437.407   	234.265   	16.8          	390.1  	4.3      	159     	16412	1.035029
214                     	11:27:49  	867.3                  	19.2                    	86 	8.9                	304          	74.892998	9.284126	1303        	439.143   	233.991   	16.8          	386.4  	4.4      	158     	16419	1.033780
216                     	11:27:51  	866.0                  	19.1                    	86 	8.7                	304          	74.893063	9.284088	1316        	440.863   	233.702   	16.7          	384.3  	4.4      	158     	16427	1.032454
218                     	11:27:53  	864.6                  	19.0                    	86 	8.5                	303          	74.893127	9.284049	1329        	442.562   	233.391   	16.7          	384.3  	4.5      	158     	16434	1.031046
220                     	11:27:55  	863.3                  	19.0                    	86 	8.3                	302          	74.893191	9.284011	1342        	444.359   	233.084   	16.6          	400.3  	4.5      	158     	16442	1.029674
222                     	11:27:57  	862.1                  	18.9                    	86 	8.1                	301          	74.893255	9.283972	1355        	446.204   	232.826   	16.5          	402.0  	4.5      	158     	16450	1.028524
224                     	11:27:59  	861.0                  	18.8                    	86 	7.8                	300          	74.893319	9.283933	1368        	448.011   	232.576   	16.4          	392.9  	4.6      	158     	16457	1.027406
226                     	11:28:01  	859.8                  	18.8                    	86 	7.6                	298          	74.893383	9.283895	1379        	449.481   	232.319   	16.4          	331.4  	4.6      	158     	16465	1.026257
228                     	11:28:03  	858.7                  	18.7                    	86 	7.5                	298          	74.893446	9.283858	1390        	450.969   	232.064   	16.3          	331.4  	4.7      	158     	16472	1.025120
230                     	11:28:05  	857.6                  	18.7                    	86 	7.2                	297          	74.893498	9.283834	1402        	452.466   	231.818   	16.2          	332.9  	4.7      	158     	16477	1.024023
232                     	11:28:07  	856.5                  	18.6                    	86 	7.1                	297          	74.893550	9.283809	1413        	454.017   	231.579   	16.1          	342.5  	4.7      	158     	16483	1.022959
234                     	11:28:09  	855.4                  	18.5                    	86 	7.1                	297          	74.893602	9.283784	1424        	455.579   	231.351   	16.0          	342.5  	4.8      	158     	16489	1.021934
236                     	11:28:11  	854.3                  	18.4                    	86 	7.0                	298          	74.893654	9.283759	1435        	457.095   	231.125   	16.0          	333.9  	4.8      	158     	16494	1.020904
238                     	11:28:13  	853.2                  	18.3                    	86 	7.1                	299          	74.893706	9.283734	1446        	458.546   	230.896   	15.9          	320.4  	4.8      	158     	16500	1.019863
240                     	11:28:15  	852.1                  	18.2                    	86 	7.1                	299          	74.893758	9.283710	1457        	459.996   	230.666   	15.8          	320.4  	4.9      	158     	16505	1.018817
242                     	11:28:17  	850.9                  	18.2                    	86 	7.1                	299          	74.893810	9.283685	1468        	461.577   	230.441   	15.7          	345.0  	4.9      	158     	16511	1.017784
244                     	11:28:19  	849.8                  	18.1                    	86 	7.1                	299          	74.893861	9.283660	1480        	463.227   	230.208   	15.7          	359.4  	5.0      	158     	16517	1.016711
246                     	11:28:21  	848.7                  	18.0                    	86 	7.0                	298          	74.893913	9.283635	1492        	464.865   	229.962   	15.6          	359.4  	5.0      	158     	16522	1.015590
248                     	11:28:23  	847.6                  	18.0                    	86 	7.1                	297          	74.893965	9.283610	1503        	466.364   	229.718   	15.6          	333.0  	5.0      	158     	16528	1.014477
250                     	11:28:25  	846.5                  	17.9                    	86 	7.0                	296          	74.894017	9.283586	1514        	467.852   	229.479   	15.5          	330.1  	5.1      	158     	16534	1.013379
252                     	11:28:27  	845.3                  	17.8                    	86 	6.8                	295          	74.894069	9.283561	1525        	469.346   	229.246   	15.5          	331.4  	5.1      	158     	16539	1.012306
254                     	11:28:29  	844.2                  	17.7                    	86 	6.5                	295          	74.894121	9.283536	1536        	470.907   	229.017   	15.4          	340.9  	5.2      	158     	16545	1.011253
256                     	11:28:31  	843.3                  	17.7                    	86 	6.1                	294          	74.894173	9.283511	1548        	472.483   	228.819   	15.3          	340.9  	5.2      	158     	16551	1.010347
258                     	11:28:33  	842.3                  	17.6                    	86 	5.7                	293          	74.894222	9.283488	1559        	474.024   	228.617   	15.3          	330.9  	5.2      	158     	16556	1.009431
260                     	11:28:35  	841.4                  	17.5                    	86 	5.3                	293          	74.894251	9.283474	1570        	475.510   	228.408   	15.2          	325.6  	5.3      	158     	16560	1.008467
262                     	11:28:37  	840.3                  	17.5                    	86 	5.0                	294          	74.894280	9.283460	1580        	476.990   	228.176   	15.2          	325.6  	5.3      	158     	16563	1.007408
264                     	11:28:39  	839.3                  	17.5                    	86 	4.7                	296          	74.894309	9.283446	1591        	478.361   	227.946   	15.2          	306.8  	5.3      	158     	16567	1.006359
266                     	11:28:41  	838.3                  	17.4                    	86 	4.4                	297          	74.894337	9.283432	1600        	479.680   	227.711   	15.1          	295.7  	5.4      	158     	16571	1.005289
268                     	11:28:43  	837.0                  	17.3                    	87 	4.0                	300          	74.894366	9.283418	1610        	480.964   	227.456   	15.0          	295.7  	5.4      	158     	16574	1.004121
270                     	11:28:45  	835.8                  	17.2                    	87 	3.7                	303          	74.894395	9.283404	1622        	482.591   	227.215   	15.0          	357.6  	5.4      	158     	16578	1.003002
272                     	11:28:47  	834.6                  	17.1                    	87 	3.6                	306          	74.894424	9.283390	1635        	484.420   	226.971   	14.9          	394.9  	5.5      	158     	16582	1.001879
274                     	11:28:49  	833.5                  	17.1                    	87 	3.6                	307          	74.894453	9.283376	1648        	486.236   	226.715   	14.8          	394.9  	5.5      	158     	16586	1.000715
276                     	11:28:51  	832.3                  	17.0                    	87 	3.7                	308          	74.894481	9.283362	1660        	487.766   	226.439   	14.8          	346.9  	5.6      	158     	16589	0.999475
278                     	11:28:53  	831.3                  	17.0                    	87 	3.8                	310          	74.894510	9.283348	1671        	489.248   	226.178   	14.8          	332.9  	5.6      	158     	16593	0.998302
280                     	11:28:55  	830.3                  	17.0                    	87 	3.6                	307          	74.894539	9.283334	1682        	490.731   	225.935   	14.8          	329.7  	5.6      	158     	16597	0.997207
282                     	11:28:57  	829.4                  	16.9                    	87 	3.7                	305          	74.894568	9.283320	1692        	492.103   	225.705   	14.7          	305.1  	5.7      	158     	16601	0.996194
284                     	11:28:59  	828.4                  	16.9                    	86 	3.6                	302          	74.894597	9.283306	1702        	493.484   	225.485   	14.6          	305.1  	5.7      	158     	16604	0.995257
286                     	11:29:01  	827.5                  	16.8                    	86 	3.5                	299          	74.894625	9.283292	1712        	494.842   	225.273   	14.5          	300.8  	5.7      	158     	16608	0.994342
288                     	11:29:03  	826.5                  	16.8                    	86 	3.5                	294          	74.894654	9.283278	1722        	496.105   	225.044   	14.4          	286.9  	5.8      	158     	16611	0.993331
290                     	11:29:05  	825.5                  	16.7                    	86 	3.4                	289          	74.894672	9.283273	1731        	497.359   	224.791   	14.4          	286.9  	5.8      	158     	16614	0.992201
292                     	11:29:07  	824.5                  	16.7                    	86 	3.4                	284          	74.894677	9.283278	1741        	498.691   	224.538   	14.4          	301.8  	5.8      	158     	16614	0.991064
294                     	11:29:09  	823.5                  	16.7                    	86 	3.2                	279          	74.894683	9.283283	1752        	500.065   	224.294   	14.3          	310.6  	5.9      	158     	16615	0.989970
296                     	11:29:11  	822.6                  	16.7                    	86 	3.0                	272          	74.894688	9.283288	1762        	501.475   	224.072   	14.3          	310.6  	5.9      	158     	16616	0.988968
298                     	11:29:13  	821.6                  	16.6                    	86 	2.9                	266          	74.894694	9.283292	1772        	502.888   	223.867   	14.2          	309.5  	5.9      	158     	16617	0.988022
300                     	11:29:15  	820.6                  	16.5                    	86 	2.6                	263          	74.894699	9.283297	1782        	504.295   	223.658   	14.2          	308.8  	6.0      	158     	16618	0.987065
302                     	11:29:17  	819.6                  	16.5                    	86 	2.4                	261          	74.894705	9.283302	1793        	505.692   	223.437   	14.1          	308.8  	6.0      	158     	16619	0.986088
304                     	11:29:19  	818.6                  	16.4                    	86 	2.3                	257          	74.894710	9.283307	1803        	507.073   	223.217   	14.0          	307.6  	6.1      	158     	16619	0.985114
306                     	11:29:21  	817.6                  	16.3                    	86 	2.0                	253          	74.894716	9.283312	1813        	508.462   	222.988   	13.9          	307.5  	6.1      	158     	16620	0.984105
308                     	11:29:23  	816.6                  	16.3                    	86 	1.4                	245          	74.894721	9.283316	1823        	509.831   	222.756   	13.9          	308.1  	6.1      	158     	16621	0.983079
310                     	11:29:25  	815.6                  	16.2                    	85 	1.0                	233          	74.894727	9.283321	1834        	511.251   	222.528   	13.8          	313.2  	6.2      	158     	16622	0.982080
312                     	11:29:27  	814.4                  	16.2                    	85 	0.7                	207          	74.894732	9.283326	1844        	512.599   	222.244   	13.7          	313.2  	6.2      	158     	16623	0.980846
314                     	11:29:29  	813.2                  	16.1                    	85 	0.6                	171          	74.894738	9.283331	1855        	514.009   	221.927   	13.6          	330.3  	6.2      	158     	16624	0.979476
316                     	11:29:31  	812.1                  	16.1                    	85 	0.6                	141          	74.894743	9.283336	1867        	515.546   	221.595   	13.6          	356.6  	6.3      	158     	16625	0.978047
