4000,0.0,0.0,0.0,31.74,100188.0,95.09,32.01,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17600:1:1:0:23:7:296\r\n'
4001,0.0,0.0,0.0,31.75,100170.0,96.61,32.01,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-18200:1:1:0:23:7:518\r\n'
4002,0.0,0.0,0.0,31.74,100179.0,95.85,32.02,60.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17100:1:1:0:23:7:621\r\n'
4003,0.0,0.0,0.0,31.71,100189.0,95.01,32.01,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17100:1:1:0:23:7:740\r\n'
4004,0.0,0.0,0.0,31.74,100194.0,94.59,32.02,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-19400:1:1:0:23:7:843\r\n'
4005,0.0,0.0,0.0,31.75,100194.0,94.59,32.01,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17600:1:1:0:23:7:962\r\n'
4006,0.0,0.0,0.0,31.74,100196.0,94.42,32.02,60.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17600:1:1:0:23:8:65\r\n'
4007,0.0,0.0,0.0,31.72,100192.0,94.76,32.01,60.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-16100:1:1:0:23:8:180\r\n'
4008,0.0,0.0,0.0,31.75,100186.0,95.26,32.01,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17200:1:1:0:23:8:402\r\n'
4009,0.0,0.0,0.0,31.74,100196.0,94.42,32.01,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-15300:1:1:0:23:8:624\r\n'
4010,0.0,0.0,0.0,31.75,100195.0,94.51,32.02,60.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-15300:1:1:0:23:8:727\r\n'
4011,0.0,0.0,0.0,31.75,100196.0,94.42,32.01,60.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17600:1:1:0:23:8:846\r\n'
4012,0.0,0.0,0.0,31.75,100191.0,94.84,32.02,60.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17600:1:1:0:23:8:949\r\n'
4013,0.0,0.0,0.0,31.75,100196.0,94.42,32.01,60.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17600:1:1:0:23:9:68\r\n'
4014,0.0,0.0,0.0,31.71,100183.0,95.51,32.02,60.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-18000:1:1:0:23:9:171\r\n'
4015,0.0,0.0,0.0,31.74,100198.0,94.25,32.01,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-18000:1:1:0:23:9:286\r\n'
4016,0.0,0.0,0.0,31.75,100197.0,94.34,32.02,60.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-19000:1:1:0:23:1:393\r\n'
4017,0.0,0.0,0.0,31.72,100194.0,94.59,31.99,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-20600:1:1:0:23:9:562\r\n'
4018,0.0,0.0,0.0,31.72,100172.0,96.44,32.0,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-20600:1:1:0:23:9:667\r\n'
4019,0.0,0.0,0.0,31.75,100194.0,94.59,32.01,60.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b'-17800:1:1:0:23:9:885\r\n'
